CODEPAGE 932            ; Japanese - ANSI, OEM
0x4a	0x0419	;„J Cyrillic Capital Short Ii
0x4b	0x041a	;„K Cyrillic Capital Ka
0x4c	0x041b	;„L Cyrillic Capital El
0x4d	0x041c	;„M Cyrillic Capital Em
0x4e	0x041d	;„N Cyrillic Capital En
0x4f	0x041e	;„O Cyrillic Capital O
0x50	0x041f	;„P Cyrillic Capital Pe
0x51	0x0420	;„Q Cyrillic Capital Er
0x52	0x0421	;„R Cyrillic Capital Es
0x53	0x0422	;„S Cyrillic Capital Te
0x54	0x0423	;„T Cyrillic Capital U
0x55	0x0424	;„U Cyrillic Capital Ef
0x56	0x0425	;„V Cyrillic Capital Kha
0x57	0x0426	;„W Cyrillic Capital Tse
0x58	0x0427	;„X Cyrillic Capital Che
0x59	0x0428	;„Y Cyrillic Capital Sha
0x5a	0x0429	;„Z Cyrillic Capital Shcha
0x5b	0x042a	;„[ Cyrillic Capital Hard Sign
0x5c	0x042b	;„\ Cyrillic Capital Yeri
0x5d	0x042c	;„] Cyrillic Capital Soft Sign
0x5e	0x042d	;„^ Cyrillic Capital Reversed E
0x5f	0x042e	;„_ Cyrillic Capital Iu
0x60	0x042f	;„` Cyrillic Capital Ia
0x70	0x0430	;„p Cyrillic Small A
0x71	0x0431	;„q Cyrillic Small Be
0x72	0x0432	;„r Cyrillic Small Ve
0x73	0x0433	;„s Cyrillic Small Ge
0x74	0x0434	;„t Cyrillic Small De
0x75	0x0435	;„u Cyrillic Small Ie
0x76	0x0451	;„v Cyrillic Small Io
0x77	0x0436	;„w Cyrillic Small Zhe
0x78	0x0437	;„x Cyrillic Small Ze
0x79	0x0438	;„y Cyrillic Small Ii
0x7a	0x0439	;„z Cyrillic Small Short Ii
0x7b	0x043a	;„{ Cyrillic Small Ka
0x7c	0x043b	;„| Cyrillic Small El
0x7d	0x043c	;„} Cyrillic Small Em
0x7e	0x043d	;„~ Cyrillic Small En
0x80	0x043e	;„€ Cyrillic Small O
0x81	0x043f	;„ Cyrillic Small Pe
0x82	0x0440	;„‚ Cyrillic Small Er
0x83	0x0441	;„ƒ Cyrillic Small Es
0x84	0x0442	;„„ Cyrillic Small Te
0x85	0x0443	;„… Cyrillic Small U
0x86	0x0444	;„† Cyrillic Small Ef
0x87	0x0445	;„‡ Cyrillic Small Kha
0x88	0x0446	;„ˆ Cyrillic Small Tse
0x89	0x0447	;„‰ Cyrillic Small Che
0x8a	0x0448	;„Š Cyrillic Small Sha
0x8b	0x0449	;„‹ Cyrillic Small Shcha
0x8c	0x044a	;„Œ Cyrillic Small Hard Sign
0x8d	0x044b	;„ Cyrillic Small Yeri
0x8e	0x044c	;„ Cyrillic Small Soft Sign
0x8f	0x044d	;„ Cyrillic Small Reversed E
0x90	0x044e	;„ Cyrillic Small Iu
0x91	0x044f	;„‘ Cyrillic Small Ia
0x9f	0x2500	;„Ÿ Forms Light Horizontal
0xa0	0x2502	;„  Forms Light Vertical
0xa1	0x250c	;„¡ Forms Light Down And Right
0xa2	0x2510	;„¢ Forms Light Down And Left
0xa3	0x2518	;„£ Forms Light Up And Left
0xa4	0x2514	;„¤ Forms Light Up And Right
0xa5	0x251c	;„¥ Forms Light Vertical And Right
0xa6	0x252c	;„¦ Forms Light Down And Horizontal
0xa7	0x2524	;„§ Forms Light Vertical And Left
0xa8	0x2534	;„¨ Forms Light Up And Horizontal
0xa9	0x253c	;„© Forms Light Vertical And Horizontal
0xaa	0x2501	;„ª Forms Heavy Horizontal
0xab	0x2503	;„« Forms Heavy Vertical
0xac	0x250f	;„¬ Forms Heavy Down And Right
0xad	0x2513	;„­ Forms Heavy Down And Left
0xae	0x251b	;„® Forms Heavy Up And Left
0xaf	0x2517	;„¯ Forms Heavy Up And Right
0xb0	0x2523	;„° Forms Heavy Vertical And Right
0xb1	0x2533	;„± Forms Heavy Down And Horizontal
0xb2	0x252b	;„² Forms Heavy Vertical And Left
0xb3	0x253b	;„³ Forms Heavy Up And Horizontal
0xb4	0x254b	;„´ Forms Heavy Vertical And Horizontal
0xb5	0x2520	;„µ Forms Vertical Heavy And Right Light
0xb6	0x252f	;„¶ Forms Down Light And Horizontal Heavy
0xb7	0x2528	;„· Forms Vertical Heavy And Left Light
0xb8	0x2537	;„¸ Forms Up Light And Horizontal Heavy
0xb9	0x253f	;„¹ Forms Vertical Light And Horizontal Heavy
0xba	0x251d	;„º Forms Vertical Light And Right Heavy
0xbb	0x2530	;„» Forms Down Heavy And Horizontal Light
0xbc	0x2525	;„¼ Forms Vertical Light And Left Heavy
0xbd	0x2538	;„½ Forms Up Heavy And Horizontal Light
0xbe	0x2542	;„¾ Forms Vertical Heavy And Horizontal Light

DBCSTABLE 1             ;LeadByte = 0x85

0x40	0x30fb

DBCSTABLE 1             ;LeadByte = 0x86

0x40	0x30fb

DBCSTABLE 83            ;LeadByte = 0x87

0x40	0x2460	;‡@ Circled Digit 1
0x41	0x2461	;‡A Circled Digit 2
0x42	0x2462	;‡B Circled Digit 3
0x43	0x2463	;‡C Circled Digit 4
0x44	0x2464	;‡D Circled Digit 5
0x45	0x2465	;‡E Circled Digit 6
0x46	0x2466	;‡F Circled Digit 7
0x47	0x2467	;‡G Circled Digit 8
0x48	0x2468	;‡H Circled Digit 9
0x49	0x2469	;‡I Circled Number 10
0x4a	0x246a	;‡J Circled Number 11
0x4b	0x246b	;‡K Circled Number 12
0x4c	0x246c	;‡L Circled Number 13
0x4d	0x246d	;‡M Circled Number 14
0x4e	0x246e	;‡N Circled Number 15
0x4f	0x246f	;‡O Circled Number 16
0x50	0x2470	;‡P Circled Number 17
0x51	0x2471	;‡Q Circled Number 18
0x52	0x2472	;‡R Circled Number 19
0x53	0x2473	;‡S Circled Number 20
0x54	0x2160	;‡T Roman Numeral 1
0x55	0x2161	;‡U Roman Numeral 2
0x56	0x2162	;‡V Roman Numeral 3
0x57	0x2163	;‡W Roman Numeral 4
0x58	0x2164	;‡X Roman Numeral 5
0x59	0x2165	;‡Y Roman Numeral 6
0x5a	0x2166	;‡Z Roman Numeral 7
0x5b	0x2167	;‡[ Roman Numeral 8
0x5c	0x2168	;‡\ Roman Numeral 9
0x5d	0x2169	;‡] Roman Numeral 10
0x5f	0x3349	;‡_ Squared Miri
0x60	0x3314	;‡` Squared Kiro
0x61	0x3322	;‡a Squared Senti
0x62	0x334d	;‡b Squared Meetoru
0x63	0x3318	;‡c Squared Guramu
0x64	0x3327	;‡d Squared Ton
0x65	0x3303	;‡e Squared Aaru
0x66	0x3336	;‡f Squared Hekutaaru
0x67	0x3351	;‡g Squared Rittoru
0x68	0x3357	;‡h Squared Watto
0x69	0x330d	;‡i Squared Karorii
0x6a	0x3326	;‡j Squared Doru
0x6b	0x3323	;‡k Squared Sento
0x6c	0x332b	;‡l Squared Paasento
0x6d	0x334a	;‡m Squared Miribaaru
0x6e	0x333b	;‡n Squared Peezi
0x6f	0x339c	;‡o Squared Mm
0x70	0x339d	;‡p Squared Cm
0x71	0x339e	;‡q Squared Km
0x72	0x338e	;‡r Squared Mg
0x73	0x338f	;‡s Squared Kg
0x74	0x33c4	;‡t Squared Cc
0x75	0x33a1	;‡u Squared M Squared
0x7e	0x337b	;‡~ Squared Two Ideographs Era Name Heisei
0x80	0x301d	;‡€ Reversed Double Prime Quotation Mark
0x81	0x301f	;‡ Low Double Prime Quotation Mark
0x82	0x2116	;‡‚ Numero
0x83	0x33cd	;‡ƒ Squared Kk
0x84	0x2121	;‡„ T E L Symbol
0x85	0x32a4	;‡… Circled Ideograph High
0x86	0x32a5	;‡† Circled Ideograph Center
0x87	0x32a6	;‡‡ Circled Ideograph Low
0x88	0x32a7	;‡ˆ Circled Ideograph Left
0x89	0x32a8	;‡‰ Circled Ideograph Right
0x8a	0x3231	;‡Š Parenthesized Ideograph Stock
0x8b	0x3232	;‡‹ Parenthesized Ideograph Have
0x8c	0x3239	;‡Œ Parenthesized Ideograph Represent
0x8d	0x337e	;‡ Squared Two Ideographs Era Name Meizi
0x8e	0x337d	;‡ Squared Two Ideographs Era Name Taisyou
0x8f	0x337c	;‡ Squared Two Ideographs Era Name Syouwa
0x90	0x2252	;‡ Approximately Equal To Or The Image Of
0x91	0x2261	;‡‘ Identical To
0x92	0x222b	;‡’ Integral
0x93	0x222e	;‡“ Contour Integral
0x94	0x2211	;‡” N-Ary Summation
0x95	0x221a	;‡• Square Root
0x96	0x22a5	;‡– Up Tack
0x97	0x2220	;‡— Angle
0x98	0x221f	;‡˜ Right Angle
0x99	0x22bf	;‡™ Right Triangle
0x9a	0x2235	;‡š Because
0x9b	0x2229	;‡› Intersection
0x9c	0x222a	;‡œ Union

DBCSTABLE 94            ;LeadByte = 0x88

0x9f	0x4e9c	;ˆŸ
0xa0	0x5516	;ˆ 
0xa1	0x5a03	;ˆ¡
0xa2	0x963f	;ˆ¢
0xa3	0x54c0	;ˆ£
0xa4	0x611b	;ˆ¤
0xa5	0x6328	;ˆ¥
0xa6	0x59f6	;ˆ¦
0xa7	0x9022	;ˆ§
0xa8	0x8475	;ˆ¨
0xa9	0x831c	;ˆ©
0xaa	0x7a50	;ˆª
0xab	0x60aa	;ˆ«
0xac	0x63e1	;ˆ¬
0xad	0x6e25	;ˆ­
0xae	0x65ed	;ˆ®
0xaf	0x8466	;ˆ¯
0xb0	0x82a6	;ˆ°
0xb1	0x9bf5	;ˆ±
0xb2	0x6893	;ˆ²
0xb3	0x5727	;ˆ³
0xb4	0x65a1	;ˆ´
0xb5	0x6271	;ˆµ
0xb6	0x5b9b	;ˆ¶
0xb7	0x59d0	;ˆ·
0xb8	0x867b	;ˆ¸
0xb9	0x98f4	;ˆ¹
0xba	0x7d62	;ˆº
0xbb	0x7dbe	;ˆ»
0xbc	0x9b8e	;ˆ¼
0xbd	0x6216	;ˆ½
0xbe	0x7c9f	;ˆ¾
0xbf	0x88b7	;ˆ¿
0xc0	0x5b89	;ˆÀ
0xc1	0x5eb5	;ˆÁ
0xc2	0x6309	;ˆÂ
0xc3	0x6697	;ˆÃ
0xc4	0x6848	;ˆÄ
0xc5	0x95c7	;ˆÅ
0xc6	0x978d	;ˆÆ
0xc7	0x674f	;ˆÇ
0xc8	0x4ee5	;ˆÈ
0xc9	0x4f0a	;ˆÉ
0xca	0x4f4d	;ˆÊ
0xcb	0x4f9d	;ˆË
0xcc	0x5049	;ˆÌ
0xcd	0x56f2	;ˆÍ
0xce	0x5937	;ˆÎ
0xcf	0x59d4	;ˆÏ
0xd0	0x5a01	;ˆĞ
0xd1	0x5c09	;ˆÑ
0xd2	0x60df	;ˆÒ
0xd3	0x610f	;ˆÓ
0xd4	0x6170	;ˆÔ
0xd5	0x6613	;ˆÕ
0xd6	0x6905	;ˆÖ
0xd7	0x70ba	;ˆ×
0xd8	0x754f	;ˆØ
0xd9	0x7570	;ˆÙ
0xda	0x79fb	;ˆÚ
0xdb	0x7dad	;ˆÛ
0xdc	0x7def	;ˆÜ
0xdd	0x80c3	;ˆİ
0xde	0x840e	;ˆŞ
0xdf	0x8863	;ˆß
0xe0	0x8b02	;ˆà
0xe1	0x9055	;ˆá
0xe2	0x907a	;ˆâ
0xe3	0x533b	;ˆã
0xe4	0x4e95	;ˆä
0xe5	0x4ea5	;ˆå
0xe6	0x57df	;ˆæ
0xe7	0x80b2	;ˆç
0xe8	0x90c1	;ˆè
0xe9	0x78ef	;ˆé
0xea	0x4e00	;ˆê
0xeb	0x58f1	;ˆë
0xec	0x6ea2	;ˆì
0xed	0x9038	;ˆí
0xee	0x7a32	;ˆî
0xef	0x8328	;ˆï
0xf0	0x828b	;ˆğ
0xf1	0x9c2f	;ˆñ
0xf2	0x5141	;ˆò
0xf3	0x5370	;ˆó
0xf4	0x54bd	;ˆô
0xf5	0x54e1	;ˆõ
0xf6	0x56e0	;ˆö
0xf7	0x59fb	;ˆ÷
0xf8	0x5f15	;ˆø
0xf9	0x98f2	;ˆù
0xfa	0x6deb	;ˆú
0xfb	0x80e4	;ˆû
0xfc	0x852d	;ˆü

DBCSTABLE 188           ;LeadByte = 0x89

0x40	0x9662	;‰@
0x41	0x9670	;‰A
0x42	0x96a0	;‰B
0x43	0x97fb	;‰C
0x44	0x540b	;‰D
0x45	0x53f3	;‰E
0x46	0x5b87	;‰F
0x47	0x70cf	;‰G
0x48	0x7fbd	;‰H
0x49	0x8fc2	;‰I
0x4a	0x96e8	;‰J
0x4b	0x536f	;‰K
0x4c	0x9d5c	;‰L
0x4d	0x7aba	;‰M
0x4e	0x4e11	;‰N
0x4f	0x7893	;‰O
0x50	0x81fc	;‰P
0x51	0x6e26	;‰Q
0x52	0x5618	;‰R
0x53	0x5504	;‰S
0x54	0x6b1d	;‰T
0x55	0x851a	;‰U
0x56	0x9c3b	;‰V
0x57	0x59e5	;‰W
0x58	0x53a9	;‰X
0x59	0x6d66	;‰Y
0x5a	0x74dc	;‰Z
0x5b	0x958f	;‰[
0x5c	0x5642	;‰\
0x5d	0x4e91	;‰]
0x5e	0x904b	;‰^
0x5f	0x96f2	;‰_
0x60	0x834f	;‰`
0x61	0x990c	;‰a
0x62	0x53e1	;‰b
0x63	0x55b6	;‰c
0x64	0x5b30	;‰d
0x65	0x5f71	;‰e
0x66	0x6620	;‰f
0x67	0x66f3	;‰g
0x68	0x6804	;‰h
0x69	0x6c38	;‰i
0x6a	0x6cf3	;‰j
0x6b	0x6d29	;‰k
0x6c	0x745b	;‰l
0x6d	0x76c8	;‰m
0x6e	0x7a4e	;‰n
0x6f	0x9834	;‰o
0x70	0x82f1	;‰p
0x71	0x885b	;‰q
0x72	0x8a60	;‰r
0x73	0x92ed	;‰s
0x74	0x6db2	;‰t
0x75	0x75ab	;‰u
0x76	0x76ca	;‰v
0x77	0x99c5	;‰w
0x78	0x60a6	;‰x
0x79	0x8b01	;‰y
0x7a	0x8d8a	;‰z
0x7b	0x95b2	;‰{
0x7c	0x698e	;‰|
0x7d	0x53ad	;‰}
0x7e	0x5186	;‰~
0x80	0x5712	;‰€
0x81	0x5830	;‰
0x82	0x5944	;‰‚
0x83	0x5bb4	;‰ƒ
0x84	0x5ef6	;‰„
0x85	0x6028	;‰…
0x86	0x63a9	;‰†
0x87	0x63f4	;‰‡
0x88	0x6cbf	;‰ˆ
0x89	0x6f14	;‰‰
0x8a	0x708e	;‰Š
0x8b	0x7114	;‰‹
0x8c	0x7159	;‰Œ
0x8d	0x71d5	;‰
0x8e	0x733f	;‰
0x8f	0x7e01	;‰
0x90	0x8276	;‰
0x91	0x82d1	;‰‘
0x92	0x8597	;‰’
0x93	0x9060	;‰“
0x94	0x925b	;‰”
0x95	0x9d1b	;‰•
0x96	0x5869	;‰–
0x97	0x65bc	;‰—
0x98	0x6c5a	;‰˜
0x99	0x7525	;‰™
0x9a	0x51f9	;‰š
0x9b	0x592e	;‰›
0x9c	0x5965	;‰œ
0x9d	0x5f80	;‰
0x9e	0x5fdc	;‰
0x9f	0x62bc	;‰Ÿ
0xa0	0x65fa	;‰ 
0xa1	0x6a2a	;‰¡
0xa2	0x6b27	;‰¢
0xa3	0x6bb4	;‰£
0xa4	0x738b	;‰¤
0xa5	0x7fc1	;‰¥
0xa6	0x8956	;‰¦
0xa7	0x9d2c	;‰§
0xa8	0x9d0e	;‰¨
0xa9	0x9ec4	;‰©
0xaa	0x5ca1	;‰ª
0xab	0x6c96	;‰«
0xac	0x837b	;‰¬
0xad	0x5104	;‰­
0xae	0x5c4b	;‰®
0xaf	0x61b6	;‰¯
0xb0	0x81c6	;‰°
0xb1	0x6876	;‰±
0xb2	0x7261	;‰²
0xb3	0x4e59	;‰³
0xb4	0x4ffa	;‰´
0xb5	0x5378	;‰µ
0xb6	0x6069	;‰¶
0xb7	0x6e29	;‰·
0xb8	0x7a4f	;‰¸
0xb9	0x97f3	;‰¹
0xba	0x4e0b	;‰º
0xbb	0x5316	;‰»
0xbc	0x4eee	;‰¼
0xbd	0x4f55	;‰½
0xbe	0x4f3d	;‰¾
0xbf	0x4fa1	;‰¿
0xc0	0x4f73	;‰À
0xc1	0x52a0	;‰Á
0xc2	0x53ef	;‰Â
0xc3	0x5609	;‰Ã
0xc4	0x590f	;‰Ä
0xc5	0x5ac1	;‰Å
0xc6	0x5bb6	;‰Æ
0xc7	0x5be1	;‰Ç
0xc8	0x79d1	;‰È
0xc9	0x6687	;‰É
0xca	0x679c	;‰Ê
0xcb	0x67b6	;‰Ë
0xcc	0x6b4c	;‰Ì
0xcd	0x6cb3	;‰Í
0xce	0x706b	;‰Î
0xcf	0x73c2	;‰Ï
0xd0	0x798d	;‰Ğ
0xd1	0x79be	;‰Ñ
0xd2	0x7a3c	;‰Ò
0xd3	0x7b87	;‰Ó
0xd4	0x82b1	;‰Ô
0xd5	0x82db	;‰Õ
0xd6	0x8304	;‰Ö
0xd7	0x8377	;‰×
0xd8	0x83ef	;‰Ø
0xd9	0x83d3	;‰Ù
0xda	0x8766	;‰Ú
0xdb	0x8ab2	;‰Û
0xdc	0x5629	;‰Ü
0xdd	0x8ca8	;‰İ
0xde	0x8fe6	;‰Ş
0xdf	0x904e	;‰ß
0xe0	0x971e	;‰à
0xe1	0x868a	;‰á
0xe2	0x4fc4	;‰â
0xe3	0x5ce8	;‰ã
0xe4	0x6211	;‰ä
0xe5	0x7259	;‰å
0xe6	0x753b	;‰æ
0xe7	0x81e5	;‰ç
0xe8	0x82bd	;‰è
0xe9	0x86fe	;‰é
0xea	0x8cc0	;‰ê
0xeb	0x96c5	;‰ë
0xec	0x9913	;‰ì
0xed	0x99d5	;‰í
0xee	0x4ecb	;‰î
0xef	0x4f1a	;‰ï
0xf0	0x89e3	;‰ğ
0xf1	0x56de	;‰ñ
0xf2	0x584a	;‰ò
0xf3	0x58ca	;‰ó
0xf4	0x5efb	;‰ô
0xf5	0x5feb	;‰õ
0xf6	0x602a	;‰ö
0xf7	0x6094	;‰÷
0xf8	0x6062	;‰ø
0xf9	0x61d0	;‰ù
0xfa	0x6212	;‰ú
0xfb	0x62d0	;‰û
0xfc	0x6539	;‰ü

DBCSTABLE 188           ;LeadByte = 0x8a

0x40	0x9b41	;Š@
0x41	0x6666	;ŠA
0x42	0x68b0	;ŠB
0x43	0x6d77	;ŠC
0x44	0x7070	;ŠD
0x45	0x754c	;ŠE
0x46	0x7686	;ŠF
0x47	0x7d75	;ŠG
0x48	0x82a5	;ŠH
0x49	0x87f9	;ŠI
0x4a	0x958b	;ŠJ
0x4b	0x968e	;ŠK
0x4c	0x8c9d	;ŠL
0x4d	0x51f1	;ŠM
0x4e	0x52be	;ŠN
0x4f	0x5916	;ŠO
0x50	0x54b3	;ŠP
0x51	0x5bb3	;ŠQ
0x52	0x5d16	;ŠR
0x53	0x6168	;ŠS
0x54	0x6982	;ŠT
0x55	0x6daf	;ŠU
0x56	0x788d	;ŠV
0x57	0x84cb	;ŠW
0x58	0x8857	;ŠX
0x59	0x8a72	;ŠY
0x5a	0x93a7	;ŠZ
0x5b	0x9ab8	;Š[
0x5c	0x6d6c	;Š\
0x5d	0x99a8	;Š]
0x5e	0x86d9	;Š^
0x5f	0x57a3	;Š_
0x60	0x67ff	;Š`
0x61	0x86ce	;Ša
0x62	0x920e	;Šb
0x63	0x5283	;Šc
0x64	0x5687	;Šd
0x65	0x5404	;Še
0x66	0x5ed3	;Šf
0x67	0x62e1	;Šg
0x68	0x64b9	;Šh
0x69	0x683c	;Ši
0x6a	0x6838	;Šj
0x6b	0x6bbb	;Šk
0x6c	0x7372	;Šl
0x6d	0x78ba	;Šm
0x6e	0x7a6b	;Šn
0x6f	0x899a	;Šo
0x70	0x89d2	;Šp
0x71	0x8d6b	;Šq
0x72	0x8f03	;Šr
0x73	0x90ed	;Šs
0x74	0x95a3	;Št
0x75	0x9694	;Šu
0x76	0x9769	;Šv
0x77	0x5b66	;Šw
0x78	0x5cb3	;Šx
0x79	0x697d	;Šy
0x7a	0x984d	;Šz
0x7b	0x984e	;Š{
0x7c	0x639b	;Š|
0x7d	0x7b20	;Š}
0x7e	0x6a2b	;Š~
0x80	0x6a7f	;Š€
0x81	0x68b6	;Š
0x82	0x9c0d	;Š‚
0x83	0x6f5f	;Šƒ
0x84	0x5272	;Š„
0x85	0x559d	;Š…
0x86	0x6070	;Š†
0x87	0x62ec	;Š‡
0x88	0x6d3b	;Šˆ
0x89	0x6e07	;Š‰
0x8a	0x6ed1	;ŠŠ
0x8b	0x845b	;Š‹
0x8c	0x8910	;ŠŒ
0x8d	0x8f44	;Š
0x8e	0x4e14	;Š
0x8f	0x9c39	;Š
0x90	0x53f6	;Š
0x91	0x691b	;Š‘
0x92	0x6a3a	;Š’
0x93	0x9784	;Š“
0x94	0x682a	;Š”
0x95	0x515c	;Š•
0x96	0x7ac3	;Š–
0x97	0x84b2	;Š—
0x98	0x91dc	;Š˜
0x99	0x938c	;Š™
0x9a	0x565b	;Šš
0x9b	0x9d28	;Š›
0x9c	0x6822	;Šœ
0x9d	0x8305	;Š
0x9e	0x8431	;Š
0x9f	0x7ca5	;ŠŸ
0xa0	0x5208	;Š 
0xa1	0x82c5	;Š¡
0xa2	0x74e6	;Š¢
0xa3	0x4e7e	;Š£
0xa4	0x4f83	;Š¤
0xa5	0x51a0	;Š¥
0xa6	0x5bd2	;Š¦
0xa7	0x520a	;Š§
0xa8	0x52d8	;Š¨
0xa9	0x52e7	;Š©
0xaa	0x5dfb	;Šª
0xab	0x559a	;Š«
0xac	0x582a	;Š¬
0xad	0x59e6	;Š­
0xae	0x5b8c	;Š®
0xaf	0x5b98	;Š¯
0xb0	0x5bdb	;Š°
0xb1	0x5e72	;Š±
0xb2	0x5e79	;Š²
0xb3	0x60a3	;Š³
0xb4	0x611f	;Š´
0xb5	0x6163	;Šµ
0xb6	0x61be	;Š¶
0xb7	0x63db	;Š·
0xb8	0x6562	;Š¸
0xb9	0x67d1	;Š¹
0xba	0x6853	;Šº
0xbb	0x68fa	;Š»
0xbc	0x6b3e	;Š¼
0xbd	0x6b53	;Š½
0xbe	0x6c57	;Š¾
0xbf	0x6f22	;Š¿
0xc0	0x6f97	;ŠÀ
0xc1	0x6f45	;ŠÁ
0xc2	0x74b0	;ŠÂ
0xc3	0x7518	;ŠÃ
0xc4	0x76e3	;ŠÄ
0xc5	0x770b	;ŠÅ
0xc6	0x7aff	;ŠÆ
0xc7	0x7ba1	;ŠÇ
0xc8	0x7c21	;ŠÈ
0xc9	0x7de9	;ŠÉ
0xca	0x7f36	;ŠÊ
0xcb	0x7ff0	;ŠË
0xcc	0x809d	;ŠÌ
0xcd	0x8266	;ŠÍ
0xce	0x839e	;ŠÎ
0xcf	0x89b3	;ŠÏ
0xd0	0x8acc	;ŠĞ
0xd1	0x8cab	;ŠÑ
0xd2	0x9084	;ŠÒ
0xd3	0x9451	;ŠÓ
0xd4	0x9593	;ŠÔ
0xd5	0x9591	;ŠÕ
0xd6	0x95a2	;ŠÖ
0xd7	0x9665	;Š×
0xd8	0x97d3	;ŠØ
0xd9	0x9928	;ŠÙ
0xda	0x8218	;ŠÚ
0xdb	0x4e38	;ŠÛ
0xdc	0x542b	;ŠÜ
0xdd	0x5cb8	;Šİ
0xde	0x5dcc	;ŠŞ
0xdf	0x73a9	;Šß
0xe0	0x764c	;Šà
0xe1	0x773c	;Šá
0xe2	0x5ca9	;Šâ
0xe3	0x7feb	;Šã
0xe4	0x8d0b	;Šä
0xe5	0x96c1	;Šå
0xe6	0x9811	;Šæ
0xe7	0x9854	;Šç
0xe8	0x9858	;Šè
0xe9	0x4f01	;Šé
0xea	0x4f0e	;Šê
0xeb	0x5371	;Šë
0xec	0x559c	;Šì
0xed	0x5668	;Ší
0xee	0x57fa	;Šî
0xef	0x5947	;Šï
0xf0	0x5b09	;Šğ
0xf1	0x5bc4	;Šñ
0xf2	0x5c90	;Šò
0xf3	0x5e0c	;Šó
0xf4	0x5e7e	;Šô
0xf5	0x5fcc	;Šõ
0xf6	0x63ee	;Šö
0xf7	0x673a	;Š÷
0xf8	0x65d7	;Šø
0xf9	0x65e2	;Šù
0xfa	0x671f	;Šú
0xfb	0x68cb	;Šû
0xfc	0x68c4	;Šü

DBCSTABLE 188           ;LeadByte = 0x8b

0x40	0x6a5f	;‹@
0x41	0x5e30	;‹A
0x42	0x6bc5	;‹B
0x43	0x6c17	;‹C
0x44	0x6c7d	;‹D
0x45	0x757f	;‹E
0x46	0x7948	;‹F
0x47	0x5b63	;‹G
0x48	0x7a00	;‹H
0x49	0x7d00	;‹I
0x4a	0x5fbd	;‹J
0x4b	0x898f	;‹K
0x4c	0x8a18	;‹L
0x4d	0x8cb4	;‹M
0x4e	0x8d77	;‹N
0x4f	0x8ecc	;‹O
0x50	0x8f1d	;‹P
0x51	0x98e2	;‹Q
0x52	0x9a0e	;‹R
0x53	0x9b3c	;‹S
0x54	0x4e80	;‹T
0x55	0x507d	;‹U
0x56	0x5100	;‹V
0x57	0x5993	;‹W
0x58	0x5b9c	;‹X
0x59	0x622f	;‹Y
0x5a	0x6280	;‹Z
0x5b	0x64ec	;‹[
0x5c	0x6b3a	;‹\
0x5d	0x72a0	;‹]
0x5e	0x7591	;‹^
0x5f	0x7947	;‹_
0x60	0x7fa9	;‹`
0x61	0x87fb	;‹a
0x62	0x8abc	;‹b
0x63	0x8b70	;‹c
0x64	0x63ac	;‹d
0x65	0x83ca	;‹e
0x66	0x97a0	;‹f
0x67	0x5409	;‹g
0x68	0x5403	;‹h
0x69	0x55ab	;‹i
0x6a	0x6854	;‹j
0x6b	0x6a58	;‹k
0x6c	0x8a70	;‹l
0x6d	0x7827	;‹m
0x6e	0x6775	;‹n
0x6f	0x9ecd	;‹o
0x70	0x5374	;‹p
0x71	0x5ba2	;‹q
0x72	0x811a	;‹r
0x73	0x8650	;‹s
0x74	0x9006	;‹t
0x75	0x4e18	;‹u
0x76	0x4e45	;‹v
0x77	0x4ec7	;‹w
0x78	0x4f11	;‹x
0x79	0x53ca	;‹y
0x7a	0x5438	;‹z
0x7b	0x5bae	;‹{
0x7c	0x5f13	;‹|
0x7d	0x6025	;‹}
0x7e	0x6551	;‹~
0x80	0x673d	;‹€
0x81	0x6c42	;‹
0x82	0x6c72	;‹‚
0x83	0x6ce3	;‹ƒ
0x84	0x7078	;‹„
0x85	0x7403	;‹…
0x86	0x7a76	;‹†
0x87	0x7aae	;‹‡
0x88	0x7b08	;‹ˆ
0x89	0x7d1a	;‹‰
0x8a	0x7cfe	;‹Š
0x8b	0x7d66	;‹‹
0x8c	0x65e7	;‹Œ
0x8d	0x725b	;‹
0x8e	0x53bb	;‹
0x8f	0x5c45	;‹
0x90	0x5de8	;‹
0x91	0x62d2	;‹‘
0x92	0x62e0	;‹’
0x93	0x6319	;‹“
0x94	0x6e20	;‹”
0x95	0x865a	;‹•
0x96	0x8a31	;‹–
0x97	0x8ddd	;‹—
0x98	0x92f8	;‹˜
0x99	0x6f01	;‹™
0x9a	0x79a6	;‹š
0x9b	0x9b5a	;‹›
0x9c	0x4ea8	;‹œ
0x9d	0x4eab	;‹
0x9e	0x4eac	;‹
0x9f	0x4f9b	;‹Ÿ
0xa0	0x4fa0	;‹ 
0xa1	0x50d1	;‹¡
0xa2	0x5147	;‹¢
0xa3	0x7af6	;‹£
0xa4	0x5171	;‹¤
0xa5	0x51f6	;‹¥
0xa6	0x5354	;‹¦
0xa7	0x5321	;‹§
0xa8	0x537f	;‹¨
0xa9	0x53eb	;‹©
0xaa	0x55ac	;‹ª
0xab	0x5883	;‹«
0xac	0x5ce1	;‹¬
0xad	0x5f37	;‹­
0xae	0x5f4a	;‹®
0xaf	0x602f	;‹¯
0xb0	0x6050	;‹°
0xb1	0x606d	;‹±
0xb2	0x631f	;‹²
0xb3	0x6559	;‹³
0xb4	0x6a4b	;‹´
