CODEPAGE 20001          ;TCA - Taiwan

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	150

0x00	0x0000	;Null
0x41	0x8584	;Á¡
0x42	0x857e	;Á¢
0x43	0x859c	;Á£
0x44	0x8591	;Á¤
0x45	0x8594	;Á¥
0x46	0x85af	;Á¦
0x47	0x859b	;Á§
0x48	0x8587	;Á¨
0x49	0x85a8	;Á©
0x4a	0x858a	;Áª
0x4b	0x85a6	;ÂË
0x4c	0x8667	;Á«
0x4d	0x87c0	;Á¬
0x4e	0x87d1	;Á­
0x4f	0x87b3	;Á®
0x50	0x87d2	;Á¯
0x51	0x87c6	;Á°
0x52	0x87ab	;Á±
0x53	0x87bb	;Á²
0x54	0x87ba	;Á³
0x55	0x87c8	;Á´
0x56	0x87cb	;Áµ
0x57	0x893b	;Á¶
0x58	0x8936	;Á·
0x59	0x8944	;Á¸
0x5a	0x8938	;Á¹
0x61	0x893d	;Áº
0x62	0x89ac	;Á»
0x63	0x8b0e	;Á¼
0x64	0x8b17	;Á½
0x65	0x8b19	;Á¾
0x66	0x8b1b	;Á¿
0x67	0x8b0a	;ÁÀ
0x68	0x8b20	;ÁÁ
0x69	0x8b1d	;ÁÂ
0x6a	0x8b04	;ÁÃ
0x6b	0x8b10	;ÁÄ
0x6c	0x8c41	;ÁÅ
0x6d	0x8c3f	;ÁÆ
0x6e	0x8c73	;ÁÇ
0x6f	0x8cfa	;ÁÈ
0x70	0x8cfd	;ÁÉ
0x71	0x8cfc	;ÁÊ
0x72	0x8cf8	;ÁË
0x73	0x8cfb	;ÁÌ
0x74	0x8da8	;ÁÍ
0x75	0x8e49	;ÁÎ
0x76	0x8e4b	;ÁÏ
0x77	0x8e48	;ÁÐ
0x78	0x8e4a	;ÁÑ
0x79	0x8f44	;ÁÒ
0x7a	0x8f3e	;ÁÓ
0x80	0x8f42	;ÁÔ
0x81	0x8f45	;ÁÕ
0x82	0x8f3f	;ÁÖ
0x83	0x907f	;Á×
0x84	0x907d	;ÁØ
0x85	0x9084	;ÁÙ
0x86	0x9081	;ÁÚ
0x87	0x9082	;ÁÛ
0x88	0x9080	;ÁÜ
0x89	0x9139	;ÁÝ
0x8a	0x91a3	;ÁÞ
0x8b	0x919e	;Áß
0x8c	0x919c	;Áà
0x8d	0x934d	;Áá
0x8e	0x9382	;Áâ
0x8f	0x9328	;Áã
0x90	0x9375	;Áä
0x91	0x934a	;Áå
0x92	0x9365	;Áæ
0x93	0x934b	;Áç
0x94	0x9318	;Áè
0x95	0x937e	;Áé
0x96	0x936c	;Áê
0x97	0x935b	;Áë
0x98	0x9370	;Áì
0x99	0x935a	;Áí
0x9a	0x9354	;Áî
0x9b	0x95ca	;Áï
0x9c	0x95cb	;Áð
0x9d	0x95cc	;Áñ
0x9e	0x95c8	;Áò
0x9f	0x95c6	;Áó
0xa0	0x96b1	;Áô
0xa1	0x96b8	;Áõ
0xa2	0x96d6	;Áö
0xa3	0x971c	;Á÷
0xa4	0x971e	;Áø
0xa5	0x97a0	;Áù
0xa6	0x97d3	;Áú
0xa7	0x9846	;Áû
0xa8	0x98b6	;Áü
0xa9	0x9935	;Áý
0xaa	0x9a01	;Áþ
0xab	0x99ff	;Â@
0xac	0x9bae	;ÂA
0xad	0x9bab	;ÂB
0xae	0x9baa	;ÂC
0xaf	0x9bad	;ÂD
0xb0	0x9d3b	;ÂE
0xb1	0x9d3f	;ÂF
0xb2	0x9e8b	;ÂG
0xb3	0x9ecf	;ÂH
0xb4	0x9ede	;ÂI
0xb5	0x9edc	;ÂJ
0xb6	0x9edd	;ÂK
0xb7	0x9edb	;ÂL
0xb8	0x9f3e	;ÂM
0xb9	0x9f4b	;ÂN
0xba	0x53e2	;ÂO
0xbb	0x5695	;ÂP
0xbc	0x56ae	;ÂQ
0xbd	0x58d9	;ÂR
0xbe	0x58d8	;ÂS
0xbf	0x5b38	;ÂT
0xc0	0x5f5d	;ÂU
0xc1	0x61e3	;ÂV
0xc2	0x6233	;ÂW
0xc3	0x64f4	;ÂX
0xc4	0x64f2	;ÂY
0xc5	0x64fe	;ÂZ
0xc6	0x6506	;Â[
0xc7	0x64fa	;Â\
0xc8	0x64fb	;Â]
0xc9	0x64f7	;Â^
0xca	0x65b7	;Â_
0xcb	0x66dc	;Â`
0xcc	0x6726	;Âa
0xcd	0x6ab3	;Âb
0xce	0x6aac	;Âc
0xcf	0x6ac3	;Âd
0xd0	0x6abb	;Âe
0xd1	0x6ab8	;Âf
0xd2	0x6ac2	;Âg
0xd3	0x6aae	;Âh
0xd4	0x6aaf	;Âi
0xd5	0x6b5f	;Âj
0xd6	0x6b78	;Âk
0xd7	0x6baf	;Âl
0xd8	0x7009	;Âm
0xd9	0x700b	;Ân
0xda	0x6ffe	;Âo
0xdb	0x7006	;Âp
0xdc	0x6ffa	;Âq
0xdd	0x7011	;Âr
0xde	0x700f	;Âs
0xdf	0x71fb	;Ât
0xe0	0x71fc	;Âu
0xe1	0x71fe	;Âv
0xe2	0x71f8	;Âw
0xe3	0x7377	;Âx
0xe4	0x7375	;Ây
0xe5	0x74a7	;Âz
0xe6	0x74bf	;Â{
0xe7	0x7515	;Â|
0xe8	0x7656	;Â}
0xe9	0x7658	;Â~
0xea	0x7652	;Â¡
0xeb	0x77bd	;Â¢
0xec	0x77bf	;Â£
0xed	0x77bb	;Â¤
0xee	0x77bc	;Â¥
0xef	0x790e	;Â¦
0xf0	0x79ae	;Â§
0xf1	0x7a61	;Â¨
0xf2	0x7a62	;Â©
0xf3	0x7a60	;Âª
0xf4	0x7ac4	;Â«
0xf5	0x7ac5	;Â¬
0xf6	0x7c2b	;Â­
0xf7	0x7c27	;Â®
0xf8	0x7c2a	;Â¯
0xf9	0x7c1e	;Â°
0xfa	0x7c23	;Â±
0xfb	0x7c21	;Â²
0xfc	0x7ce7	;Â³
0xfd	0x7e54	;Â´

DBCSTABLE 188           ;LeadByte = 0xac

0x30	0x7e55	;Âµ
0x31	0x7e5e	;Â¶
0x32	0x7e5a	;Â·
0x33	0x7e61	;Â¸
0x34	0x7e52	;Â¹
0x35	0x7e59	;Âº
0x36	0x7f48	;Â»
0x37	0x7ff9	;Â¼
0x38	0x7ffb	;Â½
0x39	0x8077	;Â¾
0x41	0x8076	;Â¿
0x42	0x81cd	;ÂÀ
0x43	0x81cf	;ÂÁ
0x44	0x820a	;ÂÂ
0x45	0x85cf	;ÂÃ
0x46	0x85a9	;ÂÄ
0x47	0x85cd	;ÂÅ
0x48	0x85d0	;ÂÆ
0x49	0x85c9	;ÂÇ
0x4a	0x85b0	;ÂÈ
0x4b	0x85ba	;ÂÉ
0x4c	0x85b9	;ÂÊ
0x4d	0x87ef	;ÂÌ
0x4e	0x87ec	;ÂÍ
0x4f	0x87f2	;ÂÎ
0x50	0x87e0	;ÂÏ
0x51	0x8986	;ÂÐ
0x52	0x89b2	;ÂÑ
0x53	0x89f4	;ÂÒ
0x54	0x8b28	;ÂÓ
0x55	0x8b39	;ÂÔ
0x56	0x8b2c	;ÂÕ
0x57	0x8b2b	;ÂÖ
0x58	0x8c50	;Â×
0x59	0x8d05	;ÂØ
0x5a	0x8e59	;ÂÙ
0x61	0x8e63	;ÂÚ
0x62	0x8e66	;ÂÛ
0x63	0x8e64	;ÂÜ
0x64	0x8e5f	;ÂÝ
0x65	0x8e55	;ÂÞ
0x66	0x8ec0	;Âß
0x67	0x8f49	;Âà
0x68	0x8f4d	;Âá
0x69	0x9087	;Ââ
0x6a	0x9083	;Âã
0x6b	0x9088	;Âä
0x6c	0x91ab	;Âå
0x6d	0x91ac	;Âæ
0x6e	0x91d0	;Âç
0x6f	0x9394	;Âè
0x70	0x938a	;Âé
0x71	0x9396	;Âê
0x72	0x93a2	;Âë
0x73	0x93b3	;Âì
0x74	0x93ae	;Âí
0x75	0x93ac	;Âî
0x76	0x93b0	;Âï
0x77	0x9398	;Âð
0x78	0x939a	;Âñ
0x79	0x9397	;Âò
0x7a	0x95d4	;Âó
0x80	0x95d6	;Âô
0x81	0x95d0	;Âõ
0x82	0x95d5	;Âö
0x83	0x96e2	;Â÷
0x84	0x96dc	;Âø
0x85	0x96d9	;Âù
0x86	0x96db	;Âú
0x87	0x96de	;Âû
0x88	0x9724	;Âü
0x89	0x97a3	;Âý
0x8a	0x97a6	;Âþ
0x8b	0x97ad	;Ã@
0x8c	0x97f9	;ÃA
0x8d	0x984d	;ÃB
0x8e	0x984f	;ÃC
0x8f	0x984c	;ÃD
0x90	0x984e	;ÃE
0x91	0x9853	;ÃF
0x92	0x98ba	;ÃG
0x93	0x993e	;ÃH
0x94	0x993f	;ÃI
0x95	0x993d	;ÃJ
0x96	0x992e	;ÃK
0x97	0x99a5	;ÃL
0x98	0x9a0e	;ÃM
0x99	0x9ac1	;ÃN
0x9a	0x9b03	;ÃO
0x9b	0x9b06	;ÃP
0x9c	0x9b4f	;ÃQ
0x9d	0x9b4e	;ÃR
0x9e	0x9b4d	;ÃS
0x9f	0x9bca	;ÃT
0xa0	0x9bc9	;ÃU
0xa1	0x9bfd	;ÃV
0xa2	0x9bc8	;ÃW
0xa3	0x9bc0	;ÃX
0xa4	0x9d51	;ÃY
0xa5	0x9d5d	;ÃZ
0xa6	0x9d60	;Ã[
0xa7	0x9ee0	;Ã\
0xa8	0x9f15	;Ã]
0xa9	0x9f2c	;Ã^
0xaa	0x5133	;Ã_
0xab	0x56a5	;Ã`
0xac	0x56a8	;ÄV
0xad	0x58de	;Ãa
0xae	0x58df	;Ãb
0xaf	0x58e2	;Ãc
0xb0	0x5bf5	;Ãd
0xb1	0x9f90	;Ãe
0xb2	0x5eec	;Ãf
0xb3	0x61f2	;Ãg
0xb4	0x61f7	;Ãh
0xb5	0x61f6	;Ãi
0xb6	0x61f5	;Ãj
0xb7	0x6500	;Ãk
0xb8	0x650f	;Ãl
0xb9	0x66e0	;Ãm
0xba	0x66dd	;Ãn
0xbb	0x6ae5	;Ão
0xbc	0x6add	;Ãp
0xbd	0x6ada	;Ãq
0xbe	0x6ad3	;Ãr
0xbf	0x701b	;Ãs
0xc0	0x701f	;Ãt
0xc1	0x7028	;Ãu
0xc2	0x701a	;Ãv
0xc3	0x701d	;Ãw
0xc4	0x7015	;Ãx
0xc5	0x7018	;Ãy
0xc6	0x7206	;Ãz
0xc7	0x720d	;Ã{
0xc8	0x7258	;Ã|
0xc9	0x72a2	;Ã}
0xca	0x7378	;Ã~
0xcb	0x737a	;Ã¡
0xcc	0x74bd	;Ã¢
0xcd	0x74ca	;Ã£
0xce	0x74e3	;Ã¤
0xcf	0x7587	;Ã¥
0xd0	0x7586	;Ã¦
0xd1	0x765f	;Ã§
0xd2	0x7661	;Ã¨
0xd3	0x77c7	;Ã©
0xd4	0x7919	;Ãª
0xd5	0x79b1	;Ã«
0xd6	0x7a6b	;Ã¬
0xd7	0x7a69	;Ã­
0xd8	0x7c3e	;Ã®
0xd9	0x7c3f	;Ã¯
0xda	0x7c38	;Ã°
0xdb	0x7c3d	;Ã±
0xdc	0x7c37	;Ã²
0xdd	0x7c40	;Ã³
0xde	0x7e6b	;Ã´
0xdf	0x7e6d	;Ãµ
0xe0	0x7e79	;Ã¶
0xe1	0x7e69	;Ã·
0xe2	0x7e6a	;Ã¸
0xe3	0x7e73	;Ãº
0xe4	0x7f85	;Ã¹
0xe5	0x7fb6	;Ã»
0xe6	0x7fb9	;Ã¼
0xe7	0x7fb8	;Ã½
0xe8	0x81d8	;Ã¾
0xe9	0x85e9	;Ã¿
0xea	0x85dd	;ÃÀ
0xeb	0x85ea	;ÃÁ
0xec	0x85d5	;ÃÂ
0xed	0x85e4	;ÃÃ
0xee	0x85e5	;ÃÄ
0xef	0x85f7	;ÃÅ
0xf0	0x87fb	;ÃÆ
0xf1	0x8805	;ÃÇ
0xf2	0x880d	;ÃÈ
0xf3	0x87f9	;ÃÉ
0xf4	0x87fe	;ÃÊ
0xf5	0x8960	;ÃË
0xf6	0x895f	;ÃÌ
0xf7	0x8956	;ÃÍ
0xf8	0x895e	;ÃÎ
0xf9	0x8b41	;ÃÏ
0xfa	0x8b5c	;ÃÐ
0xfb	0x8b58	;ÃÑ
0xfc	0x8b49	;ÃÒ
0xfd	0x8b5a	;ÃÓ

DBCSTABLE 188           ;LeadByte = 0xad

0x30	0x8b4e	;ÃÔ
0x31	0x8b4f	;ÃÕ
0x32	0x8b46	;ÃÖ
0x33	0x8b59	;Ã×
0x34	0x8d08	;ÃØ
0x35	0x8d0a	;ÃÙ
0x36	0x8e7c	;ÃÚ
0x37	0x8e72	;ÃÛ
0x38	0x8e87	;ÃÜ
0x39	0x8e76	;ÃÝ
0x41	0x8e6c	;ÃÞ
0x42	0x8e7a	;Ãß
0x43	0x8e74	;Ãà
0x44	0x8f54	;Ãá
0x45	0x8f4e	;Ãâ
0x46	0x8fad	;Ãã
0x47	0x908a	;Ãä
0x48	0x908b	;Ãå
0x49	0x91b1	;Ãæ
0x4a	0x91ae	;Ãç
0x4b	0x93e1	;Ãè
0x4c	0x93d1	;Ãé
0x4d	0x93df	;Ãê
0x4e	0x93c3	;Ãë
0x4f	0x93c8	;Ãì
0x50	0x93dc	;Ãí
0x51	0x93dd	;Ãî
0x52	0x93d6	;Ãï
0x53	0x93e2	;Ãð
0x54	0x93cd	;Ãñ
0x55	0x93d8	;Ãò
0x56	0x93e4	;Ãó
0x57	0x93d7	;Ãô
0x58	0x93e8	;Ãõ
0x59	0x95dc	;Ãö
0x5a	0x96b4	;Ã÷
0x61	0x96e3	;Ãø
0x62	0x972a	;Ãù
0x63	0x9727	;Ãú
0x64	0x9761	;Ãû
0x65	0x97dc	;Ãü
0x66	0x97fb	;Ãý
0x67	0x985e	;Ãþ
0x68	0x9858	;Ä@
0x69	0x985b	;ÄA
0x6a	0x98bc	;ÄB
0x6b	0x9945	;ÄC
0x6c	0x9949	;ÄD
0x6d	0x9a16	;ÄE
0x6e	0x9a19	;ÄF
0x6f	0x9b0d	;ÄG
0x70	0x9be8	;ÄH
0x71	0x9be7	;ÄI
0x72	0x9bd6	;ÄJ
0x73	0x9bdb	;ÄK
0x74	0x9d89	;ÄL
0x75	0x9d61	;ÄM
0x76	0x9d72	;ÄN
0x77	0x9d6a	;ÄO
0x78	0x9d6c	;ÄP
0x79	0x9e92	;ÄQ
0x7a	0x9e97	;ÄR
0x80	0x9e93	;ÄS
0x81	0x9eb4	;ÄT
0x82	0x52f8	;ÄU
0x83	0x56b7	;ÄW
0x84	0x56b6	;ÄX
0x85	0x56b4	;ÄY
0x86	0x56bc	;ÄZ
0x87	0x58e4	;Ä[
0x88	0x5b40	;Ä\
0x89	0x5b43	;Ä]
0x8a	0x5b7d	;Ä^
0x8b	0x5bf6	;Ä_
0x8c	0x5dc9	;Ä`
0x8d	0x61f8	;Äa
0x8e	0x61fa	;Äb
0x8f	0x6518	;Äc
0x90	0x6514	;Äd
0x91	0x6519	;Äe
0x92	0x66e6	;Äf
0x93	0x6727	;Äg
0x94	0x6aec	;Äh
0x95	0x703e	;Äi
0x96	0x7030	;Äj
0x97	0x7032	;Äk
0x98	0x7210	;Äl
0x99	0x737b	;Äm
0x9a	0x74cf	;Än
0x9b	0x7662	;Äo
0x9c	0x7665	;Äp
0x9d	0x7926	;Äq
0x9e	0x792a	;Är
0x9f	0x792c	;Äs
0xa0	0x792b	;Ät
0xa1	0x7ac7	;Äu
0xa2	0x7af6	;Äv
0xa3	0x7c4c	;Äw
0xa4	0x7c43	;Äx
0xa5	0x7c4d	;Äy
0xa6	0x7cef	;Äz
0xa7	0x7cf0	;Ä{
0xa8	0x8fae	;Ä|
0xa9	0x7e7d	;Ä}
0xaa	0x7e7c	;Ä~
0xab	0x7e82	;Ä¡
0xac	0x7f4c	;Ä¢
0xad	0x8000	;Ä£
0xae	0x81da	;Ä¤
0xaf	0x8266	;Ä¥
0xb0	0x85fb	;Ä¦
0xb1	0x85f9	;Ä§
0xb2	0x8611	;Ä¨
0xb3	0x85fa	;Ä©
0xb4	0x8606	;Äª
0xb5	0x860b	;Ä«
0xb6	0x8607	;Ä¬
0xb7	0x860a	;Ä­
0xb8	0x8814	;Ä®
0xb9	0x8815	;Ä¯
0xba	0x8964	;Ä°
0xbb	0x89ba	;Ä±
0xbc	0x89f8	;Ä²
0xbd	0x8b70	;Ä³
0xbe	0x8b6c	;Ä´
0xbf	0x8b66	;Äµ
0xc0	0x8b6f	;Ä¶
0xc1	0x8b5f	;Ä·
0xc2	0x8b6b	;Ä¸
0xc3	0x8d0f	;Ä¹
0xc4	0x8d0d	;Äº
0xc5	0x8e89	;Ä»
0xc6	0x8e81	;Ä¼
0xc7	0x8e85	;Ä½
0xc8	0x8e82	;Ä¾
0xc9	0x91b4	;Ä¿
0xca	0x91cb	;ÄÀ
0xcb	0x9418	;ÄÁ
0xcc	0x9403	;ÄÂ
0xcd	0x93fd	;ÄÃ
0xce	0x95e1	;ÄÄ
0xcf	0x9730	;ÄÅ
0xd0	0x98c4	;ÄÆ
0xd1	0x9952	;ÄÇ
0xd2	0x9951	;ÄÈ
0xd3	0x99a8	;ÄÉ
0xd4	0x9a2b	;ÄÊ
0xd5	0x9a30	;ÄË
0xd6	0x9a37	;ÄÌ
0xd7	0x9a35	;ÄÍ
0xd8	0x9c13	;ÄÎ
0xd9	0x9c0d	;ÄÏ
0xda	0x9e79	;ÄÐ
0xdb	0x9eb5	;ÄÑ
0xdc	0x9ee8	;ÄÒ
0xdd	0x9f2f	;ÄÓ
0xde	0x9f5f	;ÄÔ
0xdf	0x9f63	;ÄÕ
0xe0	0x9f61	;ÄÖ
0xe1	0x5137	;Ä×
0xe2	0x5138	;ÄØ
0xe3	0x56c1	;ÄÙ
0xe4	0x56c0	;ÄÚ
0xe5	0x56c2	;ÄÛ
0xe6	0x5914	;ÄÜ
0xe7	0x5c6c	;ÄÝ
0xe8	0x5dcd	;ÄÞ
0xe9	0x61fc	;Äß
0xea	0x61fe	;Äà
0xeb	0x651d	;Äá
0xec	0x651c	;Äâ
0xed	0x6595	;Äã
0xee	0x66e9	;Ää
0xef	0x6afb	;Äå
0xf0	0x6b04	;Äæ
0xf1	0x6afa	;Äç
0xf2	0x6bb2	;Äè
0xf3	0x704c	;Äé
0xf4	0x721b	;Äê
0xf5	0x72a7	;Äë
0xf6	0x74d6	;Äì
0xf7	0x74d4	;Äí
0xf8	0x7669	;Äî
0xf9	0x77d3	;Äï
0xfa	0x7c50	;Äð
0xfb	0x7e8f	;Äñ
0xfc	0x7e8c	;Äò
0xfd	0x7fbc	;Äó

DBCSTABLE 188           ;LeadByte = 0xae

0x30	0x8617	;Äô
0x31	0x862d	;Äõ
0x32	0x861a	;Äö
0x33	0x8823	;Ä÷
0x34	0x8822	;Äø
0x35	0x8821	;Äù
0x36	0x881f	;Äú
0x37	0x896a	;Äû
0x38	0x896c	;Äü
0x39	0x89bd	;Äý
0x41	0x8b74	;Äþ
0x42	0x8b77	;Å@
0x43	0x8b7d	;ÅA
0x44	0x8d13	;ÅB
0x45	0x8e8a	;ÅC
0x46	0x8e8d	;ÅD
0x47	0x8e8b	;ÅE
0x48	0x8f5f	;ÅF
0x49	0x8faf	;ÅG
0x4a	0x91ba	;ÅH
0x4b	0x942e	;ÅI
0x4c	0x9433	;ÅJ
0x4d	0x9435	;ÅK
0x4e	0x943a	;ÅL
0x4f	0x9438	;ÅM
0x50	0x9432	;ÅN
0x51	0x942b	;ÅO
0x52	0x95e2	;ÅP
0x53	0x9738	;ÅQ
0x54	0x9739	;ÅR
0x55	0x9732	;ÅS
0x56	0x97ff	;ÅT
0x57	0x9867	;ÅU
0x58	0x9865	;ÅV
0x59	0x9957	;ÅW
0x5a	0x9a45	;ÅX
0x61	0x9a43	;ÅY
0x62	0x9a40	;ÅZ
0x63	0x9a3e	;Å[
0x64	0x9acf	;Å\
0x65	0x9b54	;Å]
0x66	0x9b51	;Å^
0x67	0x9c2d	;Å_
0x68	0x9c25	;Å`
0x69	0x9daf	;Åa
0x6a	0x9db4	;Åb
0x6b	0x9dc2	;Åc
0x6c	0x9db8	;Åd
0x6d	0x9e9d	;Åe
0x6e	0x9eef	;Åf
0x6f	0x9f19	;Åg
0x70	0x9f5c	;Åh
0x71	0x9f66	;Åi
0x72	0x9f67	;Åj
0x73	0x513c	;Åk
0x74	0x513b	;Ål
0x75	0x56c8	;Åm
0x76	0x56ca	;Ån
0x77	0x56c9	;Åo
0x78	0x5b7f	;Åp
0x79	0x5dd4	;Åq
0x7a	0x5dd2	;År
0x80	0x5f4e	;Ås
0x81	0x61ff	;Åt
0x82	0x6524	;Åu
0x83	0x6b0a	;Åv
0x84	0x6b61	;Åw
0x85	0x7051	;Åx
0x86	0x7058	;Åy
0x87	0x7380	;Åz
0x88	0x74e4	;Å{
0x89	0x758a	;Å|
0x8a	0x766e	;Å}
0x8b	0x766c	;Å~
0x8c	0x79b3	;Å¡
0x8d	0x7c60	;Å¢
0x8e	0x7c5f	;Å£
0x8f	0x807e	;Å¤
0x90	0x807d	;Å¥
0x91	0x81df	;Å¦
0x92	0x8972	;Å§
0x93	0x896f	;Å¨
0x94	0x89fc	;Å©
0x95	0x8b80	;Åª
0x96	0x8d16	;Å«
0x97	0x8d17	;Å¬
0x98	0x8e91	;Å­
0x99	0x8e93	;Å®
0x9a	0x8f61	;Å¯
0x9b	0x9148	;Å°
0x9c	0x9444	;Å±
0x9d	0x9451	;Å²
0x9e	0x9452	;Å³
0x9f	0x973d	;Å´
0xa0	0x973e	;Åµ
0xa1	0x97c3	;Å¶
0xa2	0x97c1	;Å·
0xa3	0x986b	;Å¸
0xa4	0x9955	;Å¹
0xa5	0x9a55	;Åº
0xa6	0x9a4d	;Å»
0xa7	0x9ad2	;Å¼
0xa8	0x9b1a	;Å½
0xa9	0x9c49	;Å¾
0xaa	0x9c31	;Å¿
0xab	0x9c3e	;ÅÀ
0xac	0x9c3b	;ÅÁ
0xad	0x9dd3	;ÅÂ
0xae	0x9dd7	;ÅÃ
0xaf	0x9f34	;ÅÄ
0xb0	0x9f6c	;ÅÅ
0xb1	0x9f6a	;ÅÆ
0xb2	0x9f94	;ÅÇ
0xb3	0x56cc	;ÅÈ
0xb4	0x5dd6	;ÅÉ
0xb5	0x6200	;ÅÊ
0xb6	0x6523	;ÅË
0xb7	0x652b	;ÅÌ
0xb8	0x652a	;ÅÍ
0xb9	0x66ec	;ÅÎ
0xba	0x6b10	;ÅÏ
0xbb	0x74da	;ÅÐ
0xbc	0x7aca	;ÅÑ
0xbd	0x7c64	;ÅÒ
0xbe	0x7c63	;ÅÓ
0xbf	0x7c65	;ÅÔ
0xc0	0x7e93	;ÅÕ
0xc1	0x7e96	;ÅÖ
0xc2	0x7e94	;Å×
0xc3	0x81e2	;ÅØ
0xc4	0x8638	;ÅÙ
0xc5	0x863f	;ÅÚ
0xc6	0x8831	;ÅÛ
0xc7	0x8b8a	;ÅÜ
0xc8	0x9090	;ÅÝ
0xc9	0x908f	;ÅÞ
0xca	0x9463	;Åß
0xcb	0x9460	;Åà
0xcc	0x9464	;Åá
0xcd	0x9768	;Åâ
0xce	0x986f	;Åã
0xcf	0x995c	;Åä
0xd0	0x9a5a	;Åå
0xd1	0x9a5b	;Åæ
0xd2	0x9a57	;Åç
0xd3	0x9ad3	;Åè
0xd4	0x9ad4	;Åé
0xd5	0x9ad1	;Åê
0xd6	0x9c54	;Åë
0xd7	0x9c57	;Åì
0xd8	0x9c56	;Åí
0xd9	0x9de5	;Åî
0xda	0x9e9f	;Åï
0xdb	0x9ef4	;Åð
0xdc	0x56d1	;Åñ
0xdd	0x58e9	;Åò
0xde	0x652c	;Åó
0xdf	0x705e	;Åô
0xe0	0x7671	;Åõ
0xe1	0x7672	;Åö
0xe2	0x77d7	;Å÷
0xe3	0x7f50	;Åø
0xe4	0x7f88	;Åù
0xe5	0x8836	;Åú
0xe6	0x8839	;Åû
0xe7	0x8862	;Åü
0xe8	0x8b93	;Åý
0xe9	0x8b92	;Åþ
0xea	0x8b96	;Æ@
0xeb	0x8277	;ÆA
0xec	0x8d1b	;ÆB
0xed	0x91c0	;ÆC
0xee	0x946a	;ÆD
0xef	0x9742	;ÆE
0xf0	0x9748	;ÆF
0xf1	0x9744	;ÆG
0xf2	0x97c6	;ÆH
0xf3	0x9870	;ÆI
0xf4	0x9a5f	;ÆJ
0xf5	0x9b22	;ÆK
0xf6	0x9b58	;ÆL
0xf7	0x9c5f	;ÆM
0xf8	0x9df9	;ÆN
0xf9	0x9dfa	;ÆO
0xfa	0x9e7c	;ÆP
0xfb	0x9e7d	;ÆQ
0xfc	0x9f07	;ÆR
0xfd	0x9f77	;ÆS

DBCSTABLE 174           ;LeadByte = 0xaf

0x30	0x9f72	;ÆT
0x31	0x5ef3	;ÆU
0x32	0x6b16	;ÆV
0x33	0x7063	;ÆW
0x34	0x7c6c	;ÆX
0x35	0x7c6e	;ÆY
0x36	0x883b	;ÆZ
0x37	0x89c0	;Æ[
0x38	0x8ea1	;Æ\
0x39	0x91c1	;Æ]
0x41	0x9472	;Æ^
0x42	0x9470	;Æ_
0x43	0x9871	;Æ`
0x44	0x995e	;Æa
0x45	0x9ad6	;Æb
0x46	0x9b23	;Æc
0x47	0x9ecc	;Æd
0x48	0x7064	;Æe
0x49	0x77da	;Æf
0x4a	0x8b9a	;Æg
0x4b	0x9477	;Æh
0x4c	0x97c9	;Æi
0x4d	0x9a62	;Æj
0x4e	0x9a65	;Æk
0x4f	0x7e9c	;Æl
0x50	0x8b9c	;Æm
0x51	0x8eaa	;Æn
0x52	0x91c5	;Æo
0x53	0x947d	;Æp
0x54	0x947e	;Æq
0x55	0x947c	;Ær
0x56	0x9c77	;Æs
0x57	0x9c78	;Æt
0x58	0x9ef7	;Æu
0x59	0x8c54	;Æv
0x5a	0x947f	;Æw
0x61	0x9e1a	;Æx
0x62	0x7228	;Æy
0x63	0x9a6a	;Æz
0x64	0x9b31	;Æ{
0x65	0x9e1b	;Æ|
0x66	0x9e1e	;Æ}
0x67	0x7c72	;Æ~
0x68	0x30bd	;Katakana Letter So
0x69	0x30be	;Katakana Letter Zo
0x6a	0x30bf	;Katakana Letter Ta
0x6b	0x30c0	;Katakana Letter Da
0x6c	0x30c1	;Katakana Letter Ti
0x6d	0x30c2	;Katakana Letter Di
0x6e	0x30c3	;Katakana Letter Small Tu
0x6f	0x30c4	;Katakana Letter Tu
0x70	0x30c5	;Katakana Letter Du
0x71	0x30c6	;Katakana Letter Te
0x72	0x30c7	;Katakana Letter De
0x73	0x30c8	;Katakana Letter To
0x74	0x30c9	;Katakana Letter Do
0x75	0x30ca	;Katakana Letter Na
0x76	0x30cb	;Katakana Letter Ni
0x77	0x30cc	;Katakana Letter Nu
0x78	0x30cd	;Katakana Letter Ne
0x79	0x30ce	;Katakana Letter No
0x7a	0x30cf	;Katakana Letter Ha
0x80	0x30d0	;Katakana Letter Ba
0x81	0x30d1	;Katakana Letter Pa
0x82	0x30d2	;Katakana Letter Hi
0x83	0x30d3	;Katakana Letter Bi
0x84	0x30d4	;Katakana Letter Pi
0x85	0x30d5	;Katakana Letter Hu
0x86	0x30d6	;Katakana Letter Bu
0x87	0x30d7	;Katakana Letter Pu
0x88	0x30d8	;Katakana Letter He
0x89	0x30d9	;Katakana Letter Be
0x8a	0x30da	;Katakana Letter Pe
0x8b	0x30db	;Katakana Letter Ho
0x8c	0x30dc	;Katakana Letter Bo
0x8d	0x30dd	;Katakana Letter Po
0x8e	0x30de	;Katakana Letter Ma
0x8f	0x30df	;Katakana Letter Mi
0x90	0x30e0	;Katakana Letter Mu
0x91	0x30e1	;Katakana Letter Me
0x92	0x30e2	;Katakana Letter Mo
0x93	0x30e3	;Katakana Letter Small Ya
