CODEPAGE 1361           ;Korean - Johab

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	143

0x00	0x0000	;Null
0xfb	0xe0b8
0xfc	0xe0b9
0xfd	0xe0ba
0xfe	0xe0bb

DBCSTABLE 165           ;LeadByte = 0xd9

0x31	0x3000	;Ÿ1
0x32	0x3001	;Ÿ2
0x33	0x3002	;Ÿ3
0x34	0x00b7	;Ÿ4
0x35	0x2025	;Ÿ5
0x36	0x2026	;Ÿ6
0x37	0x00a8	;Ÿ7
0x38	0x3003	;Ÿ8
0x39	0x00ad	;Ÿ9
0x3a	0x2015	;Ÿ:
0x3b	0x2225	;Ÿ;
0x3c	0xff3c	;Ÿ<
0x3d	0x223c	;Ÿ=
0x3e	0x2018	;Ÿ>
0x3f	0x2019	;Ÿ?
0x40	0x201c	;Ÿ@
0x41	0x201d	;ŸA
0x42	0x3014	;ŸB
0x43	0x3015	;ŸC
0x44	0x3008	;ŸD
0x45	0x3009	;ŸE
0x46	0x300a	;ŸF
0x47	0x300b	;ŸG
0x48	0x300c	;ŸH
0x49	0x300d	;ŸI
0x4a	0x300e	;ŸJ
0x4b	0x300f	;ŸK
0x4c	0x3010	;ŸL
0x4d	0x3011	;ŸM
0x4e	0x00b1	;ŸN
0x4f	0x00d7	;ŸO
0x50	0x00f7	;ŸP
0x51	0x2260	;ŸQ
0x52	0x2264	;ŸR
0x53	0x2265	;ŸS
0x54	0x221e	;ŸT
0x55	0x2234	;ŸU
0x56	0x00b0	;ŸV
0x57	0x2032	;ŸW
0x58	0x2033	;ŸX
0x59	0x2103	;ŸY
0x5a	0x212b	;ŸZ
0x5b	0xffe0	;Ÿ[
0x5c	0xffe1	;Ÿ\
0x5d	0xffe5	;Ÿ]
0x5e	0x2642	;Ÿ^
0x5f	0x2640	;Ÿ_
0x60	0x2220	;Ÿ`
0x61	0x22a5	;Ÿa
0x62	0x2312	;Ÿb
0x63	0x2202	;Ÿc
0x64	0x2207	;Ÿd
0x65	0x2261	;Ÿe
0x66	0x2252	;Ÿf
0x67	0x00a7	;Ÿg
0x68	0x203b	;Ÿh
0x69	0x2606	;Ÿi
0x6a	0x2605	;Ÿj
0x6b	0x25cb	;Ÿk
0x6c	0x25cf	;Ÿl
0x6d	0x25ce	;Ÿm
0x6e	0x25c7	;Ÿn
0x6f	0x25c6	;Ÿo
0x70	0x25a1	;Ÿp
0x71	0x25a0	;Ÿq
0x72	0x25b3	;Ÿr
0x73	0x25b2	;Ÿs
0x74	0x25bd	;Ÿt
0x75	0x25bc	;Ÿu
0x76	0x2192	;Ÿv
0x77	0x2190	;Ÿw
0x78	0x2191	;Ÿx
0x79	0x2193	;Ÿy
0x7a	0x2194	;Ÿz
0x7b	0x3013	;Ÿ{
0x7c	0x226a	;Ÿ|
0x7d	0x226b	;Ÿ}
0x7e	0x221a	;Ÿ~
0x91	0x223d	;Ÿë
0x92	0x221d	;Ÿí
0x93	0x2235	;Ÿì
0x94	0x222b	;Ÿî
0x95	0x222c	;Ÿï
0x96	0x2208	;Ÿñ
0x97	0x220b	;Ÿó
0x98	0x2286	;Ÿò
0x99	0x2287	;Ÿô
0x9a	0x2282	;Ÿö
0x9b	0x2283	;Ÿõ
0x9c	0x222a	;Ÿú
0x9d	0x2229	;Ÿù
0x9e	0x2227	;Ÿû
0x9f	0x2228	;Ÿü
0xa0	0xffe2	;Ÿ†
0xa1	0x21d2	;Ÿ°
0xa2	0x21d4	;Ÿ¢
0xa3	0x2200	;Ÿ£
0xa4	0x2203	;Ÿ§
0xa5	0x00b4	;Ÿ•
0xa6	0xff5e	;Ÿ¶
0xa7	0x02c7	;Ÿß
0xa8	0x02d8	;Ÿ®
0xa9	0x02dd	;Ÿ©
0xaa	0x02da	;Ÿ™
0xab	0x02d9	;Ÿ´
0xac	0x00b8	;Ÿ¨
0xad	0x02db	;Ÿ≠
0xae	0x00a1	;ŸÆ
0xaf	0x00bf	;ŸØ
0xb0	0x02d0	;Ÿ∞
0xb1	0x222e	;Ÿ±
0xb2	0x2211	;Ÿ≤
0xb3	0x220f	;Ÿ≥
0xb4	0x00a4	;Ÿ¥
0xb5	0x2109	;Ÿµ
0xb6	0x2030	;Ÿ∂
0xb7	0x25c1	;Ÿ∑
0xb8	0x25c0	;Ÿ∏
0xb9	0x25b7	;Ÿπ
0xba	0x25b6	;Ÿ∫
0xbb	0x2664	;Ÿª
0xbc	0x2660	;Ÿº
0xbd	0x2661	;ŸΩ
0xbe	0x2665	;Ÿæ
0xbf	0x2667	;Ÿø
0xc0	0x2663	;Ÿ¿
0xc1	0x2299	;Ÿ¡
0xc2	0x25c8	;Ÿ¬
0xc3	0x25a3	;Ÿ√
0xc4	0x25d0	;Ÿƒ
0xc5	0x25d1	;Ÿ≈
0xc6	0x2592	;Ÿ∆
0xc7	0x25a4	;Ÿ«
0xc8	0x25a5	;Ÿ»
0xc9	0x25a8	;Ÿ…
0xca	0x25a7	;Ÿ 
0xcb	0x25a6	;ŸÀ
0xcc	0x25a9	;ŸÃ
0xcd	0x2668	;ŸÕ
0xce	0x260f	;ŸŒ
0xcf	0x260e	;Ÿœ
0xd0	0x261c	;Ÿ–
0xd1	0x261e	;Ÿ—
0xd2	0x00b6	;Ÿ“
0xd3	0x2020	;Ÿ”
0xd4	0x2021	;Ÿ‘
0xd5	0x2195	;Ÿ’
0xd6	0x2197	;Ÿ÷
0xd7	0x2199	;Ÿ◊
0xd8	0x2196	;Ÿÿ
0xd9	0x2198	;ŸŸ
0xda	0x266d	;Ÿ⁄
0xdb	0x2669	;Ÿ€
0xdc	0x266a	;Ÿ‹
0xdd	0x266c	;Ÿ›
0xde	0x327f	;Ÿﬁ
0xdf	0x321c	;Ÿﬂ
0xe0	0x2116	;Ÿ‡
0xe1	0x33c7	;Ÿ·
0xe2	0x2122	;Ÿ‚
0xe3	0x33c2	;Ÿ„
0xe4	0x33d8	;Ÿ‰
0xe5	0x2121	;ŸÂ
0xe6	0x20ac	;ŸÊ Euro Sign
0xe7	0x00ae	;ŸÁ Registered Sign

DBCSTABLE 137           ;LeadByte = 0xda

0x31	0xff01	;⁄1
0x32	0xff02	;⁄2
0x33	0xff03	;⁄3
0x34	0xff04	;⁄4
0x35	0xff05	;⁄5
0x36	0xff06	;⁄6
0x37	0xff07	;⁄7
0x38	0xff08	;⁄8
0x39	0xff09	;⁄9
0x3a	0xff0a	;⁄:
0x3b	0xff0b	;⁄;
0x3c	0xff0c	;⁄<
0x3d	0xff0d	;⁄=
0x3e	0xff0e	;⁄>
0x3f	0xff0f	;⁄?
0x40	0xff10	;⁄@
0x41	0xff11	;⁄A
0x42	0xff12	;⁄B
0x43	0xff13	;⁄C
0x44	0xff14	;⁄D
0x45	0xff15	;⁄E
0x46	0xff16	;⁄F
0x47	0xff17	;⁄G
0x48	0xff18	;⁄H
0x49	0xff19	;⁄I
0x4a	0xff1a	;⁄J
0x4b	0xff1b	;⁄K
0x4c	0xff1c	;⁄L
0x4d	0xff1d	;⁄M
0x4e	0xff1e	;⁄N
0x4f	0xff1f	;⁄O
0x50	0xff20	;⁄P
0x51	0xff21	;⁄Q
0x52	0xff22	;⁄R
0x53	0xff23	;⁄S
0x54	0xff24	;⁄T
0x55	0xff25	;⁄U
0x56	0xff26	;⁄V
0x57	0xff27	;⁄W
0x58	0xff28	;⁄X
0x59	0xff29	;⁄Y
0x5a	0xff2a	;⁄Z
0x5b	0xff2b	;⁄[
0x5c	0xff2c	;⁄\
0x5d	0xff2d	;⁄]
0x5e	0xff2e	;⁄^
0x5f	0xff2f	;⁄_
0x60	0xff30	;⁄`
0x61	0xff31	;⁄a
0x62	0xff32	;⁄b
0x63	0xff33	;⁄c
0x64	0xff34	;⁄d
0x65	0xff35	;⁄e
0x66	0xff36	;⁄f
0x67	0xff37	;⁄g
0x68	0xff38	;⁄h
0x69	0xff39	;⁄i
0x6a	0xff3a	;⁄j
0x6b	0xff3b	;⁄k
0x6c	0xffe6	;⁄l
0x6d	0xff3d	;⁄m
0x6e	0xff3e	;⁄n
0x6f	0xff3f	;⁄o
0x70	0xff40	;⁄p
0x71	0xff41	;⁄q
0x72	0xff42	;⁄r
0x73	0xff43	;⁄s
0x74	0xff44	;⁄t
0x75	0xff45	;⁄u
0x76	0xff46	;⁄v
0x77	0xff47	;⁄w
0x78	0xff48	;⁄x
0x79	0xff49	;⁄y
0x7a	0xff4a	;⁄z
0x7b	0xff4b	;⁄{
0x7c	0xff4c	;⁄|
0x7d	0xff4d	;⁄}
0x7e	0xff4e	;⁄~
0x91	0xff4f	;⁄ë
0x92	0xff50	;⁄í
0x93	0xff51	;⁄ì
0x94	0xff52	;⁄î
0x95	0xff53	;⁄ï
0x96	0xff54	;⁄ñ
0x97	0xff55	;⁄ó
0x98	0xff56	;⁄ò
0x99	0xff57	;⁄ô
0x9a	0xff58	;⁄ö
0x9b	0xff59	;⁄õ
0x9c	0xff5a	;⁄ú
0x9d	0xff5b	;⁄ù
0x9e	0xff5c	;⁄û
0x9f	0xff5d	;⁄ü
0xa0	0xffe3	;⁄†
0xd4	0x115f	;⁄‘ Cae Om
0xd5	0x1114	;⁄’
0xd6	0x1115	;⁄÷
0xd7	0x11c7	;⁄◊
0xd8	0x11c8	;⁄ÿ
0xd9	0x11cc	;⁄Ÿ
0xda	0x11ce	;⁄⁄
0xdb	0x11d3	;⁄€
0xdc	0x11d7	;⁄‹
0xdd	0x11d9	;⁄›
0xde	0x111c	;⁄ﬁ
0xdf	0x11dd	;⁄ﬂ
0xe0	0x11df	;⁄‡
0xe1	0x111d	;⁄·
0xe2	0x111e	;⁄‚
0xe3	0x1120	;⁄„
0xe4	0x1122	;⁄‰
0xe5	0x1123	;⁄Â
0xe6	0x1127	;⁄Ê
0xe7	0x1128	;⁄Á
0xe8	0x112b	;⁄Ë
0xe9	0x112c	;⁄È
0xea	0x112d	;⁄Í
0xeb	0x112e	;⁄Î
0xec	0x112f	;⁄Ï
0xed	0x1132	;⁄Ì
0xee	0x1136	;⁄Ó
0xef	0x1140	;⁄Ô
0xf0	0x1147	;⁄
0xf1	0x114c	;⁄Ò
0xf2	0x1145	;⁄Ú
0xf3	0x1146	;⁄Û
0xf4	0x1157	;⁄Ù
0xf5	0x1158	;⁄ı
0xf6	0x1159	;⁄ˆ
0xf7	0x1184	;⁄˜
0xf8	0x1185	;⁄¯
0xf9	0x1188	;⁄˘
0xfa	0x1191	;⁄˙
0xfb	0x1192	;⁄˚
0xfc	0x1194	;⁄¸
0xfd	0x119e	;⁄˝
0xfe	0x11a1	;⁄˛

DBCSTABLE 136           ;LeadByte = 0xdb

0x31	0x2170	;€1
0x32	0x2171	;€2
0x33	0x2172	;€3
0x34	0x2173	;€4
0x35	0x2174	;€5
0x36	0x2175	;€6
0x37	0x2176	;€7
0x38	0x2177	;€8
0x39	0x2178	;€9
0x3a	0x2179	;€:
0x40	0x2160	;€@
0x41	0x2161	;€A
0x42	0x2162	;€B
0x43	0x2163	;€C
0x44	0x2164	;€D
0x45	0x2165	;€E
0x46	0x2166	;€F
0x47	0x2167	;€G
0x48	0x2168	;€H
0x49	0x2169	;€I
0x51	0x0391	;€Q
0x52	0x0392	;€R
0x53	0x0393	;€S
0x54	0x0394	;€T
0x55	0x0395	;€U
0x56	0x0396	;€V
0x57	0x0397	;€W
0x58	0x0398	;€X
0x59	0x0399	;€Y
0x5a	0x039a	;€Z
0x5b	0x039b	;€[
0x5c	0x039c	;€\
0x5d	0x039d	;€]
0x5e	0x039e	;€^
0x5f	0x039f	;€_
0x60	0x03a0	;€`
0x61	0x03a1	;€a
0x62	0x03a3	;€b
0x63	0x03a4	;€c
0x64	0x03a5	;€d
0x65	0x03a6	;€e
0x66	0x03a7	;€f
0x67	0x03a8	;€g
0x68	0x03a9	;€h
0x71	0x03b1	;€q
0x72	0x03b2	;€r
0x73	0x03b3	;€s
0x74	0x03b4	;€t
0x75	0x03b5	;€u
0x76	0x03b6	;€v
0x77	0x03b7	;€w
0x78	0x03b8	;€x
0x79	0x03b9	;€y
0x7a	0x03ba	;€z
0x7b	0x03bb	;€{
0x7c	0x03bc	;€|
0x7d	0x03bd	;€}
0x7e	0x03be	;€~
0x91	0x03bf	;€ë
0x92	0x03c0	;€í
0x93	0x03c1	;€ì
0x94	0x03c3	;€î
0x95	0x03c4	;€ï
0x96	0x03c5	;€ñ
0x97	0x03c6	;€ó
0x98	0x03c7	;€ò
0x99	0x03c8	;€ô
0x9a	0x03c9	;€ö
0xa1	0x2500	;€°
0xa2	0x2502	;€¢
0xa3	0x250c	;€£
0xa4	0x2510	;€§
0xa5	0x2518	;€•
0xa6	0x2514	;€¶
0xa7	0x251c	;€ß
0xa8	0x252c	;€®
0xa9	0x2524	;€©
0xaa	0x2534	;€™
0xab	0x253c	;€´
0xac	0x2501	;€¨
0xad	0x2503	;€≠
0xae	0x250f	;€Æ
0xaf	0x2513	;€Ø
0xb0	0x251b	;€∞
0xb1	0x2517	;€±
0xb2	0x2523	;€≤
0xb3	0x2533	;€≥
0xb4	0x252b	;€¥
0xb5	0x253b	;€µ
0xb6	0x254b	;€∂
0xb7	0x2520	;€∑
0xb8	0x252f	;€∏
0xb9	0x2528	;€π
0xba	0x2537	;€∫
0xbb	0x253f	;€ª
0xbc	0x251d	;€º
0xbd	0x2530	;€Ω
0xbe	0x2525	;€æ
0xbf	0x2538	;€ø
0xc0	0x2542	;€¿
0xc1	0x2512	;€¡
0xc2	0x2511	;€¬
0xc3	0x251a	;€√
0xc4	0x2519	;€ƒ
0xc5	0x2516	;€≈
0xc6	0x2515	;€∆
0xc7	0x250e	;€«
0xc8	0x250d	;€»
0xc9	0x251e	;€…
0xca	0x251f	;€ 
0xcb	0x2521	;€À
0xcc	0x2522	;€Ã
0xcd	0x2526	;€Õ
0xce	0x2527	;€Œ
0xcf	0x2529	;€œ
0xd0	0x252a	;€–
0xd1	0x252d	;€—
0xd2	0x252e	;€“
0xd3	0x2531	;€”
0xd4	0x2532	;€‘
0xd5	0x2535	;€’
0xd6	0x2536	;€÷
0xd7	0x2539	;€◊
0xd8	0x253a	;€ÿ
0xd9	0x253d	;€Ÿ
0xda	0x253e	;€⁄
0xdb	0x2540	;€€
0xdc	0x2541	;€‹
0xdd	0x2543	;€›
0xde	0x2544	;€ﬁ
0xdf	0x2545	;€ﬂ
0xe0	0x2546	;€‡
0xe1	0x2547	;€·
0xe2	0x2548	;€‚
0xe3	0x2549	;€„
0xe4	0x254a	;€‰

DBCSTABLE 170           ;LeadByte = 0xdc

0x31	0x3395	;‹1
0x32	0x3396	;‹2
0x33	0x3397	;‹3
0x34	0x2113	;‹4
0x35	0x3398	;‹5
0x36	0x33c4	;‹6
0x37	0x33a3	;‹7
0x38	0x33a4	;‹8
0x39	0x33a5	;‹9
0x3a	0x33a6	;‹:
0x3b	0x3399	;‹;
0x3c	0x339a	;‹<
0x3d	0x339b	;‹=
0x3e	0x339c	;‹>
0x3f	0x339d	;‹?
0x40	0x339e	;‹@
0x41	0x339f	;‹A
0x42	0x33a0	;‹B
0x43	0x33a1	;‹C
0x44	0x33a2	;‹D
0x45	0x33ca	;‹E
0x46	0x338d	;‹F
0x47	0x338e	;‹G
0x48	0x338f	;‹H
0x49	0x33cf	;‹I
0x4a	0x3388	;‹J
0x4b	0x3389	;‹K
0x4c	0x33c8	;‹L
0x4d	0x33a7	;‹M
0x4e	0x33a8	;‹N
0x4f	0x33b0	;‹O
0x50	0x33b1	;‹P
0x51	0x33b2	;‹Q
0x52	0x33b3	;‹R
0x53	0x33b4	;‹S
0x54	0x33b5	;‹T
0x55	0x33b6	;‹U
0x56	0x33b7	;‹V
0x57	0x33b8	;‹W
0x58	0x33b9	;‹X
0x59	0x3380	;‹Y
0x5a	0x3381	;‹Z
0x5b	0x3382	;‹[
0x5c	0x3383	;‹\
0x5d	0x3384	;‹]
0x5e	0x33ba	;‹^
0x5f	0x33bb	;‹_
0x60	0x33bc	;‹`
0x61	0x33bd	;‹a
0x62	0x33be	;‹b
0x63	0x33bf	;‹c
0x64	0x3390	;‹d
0x65	0x3391	;‹e
0x66	0x3392	;‹f
0x67	0x3393	;‹g
0x68	0x3394	;‹h
0x69	0x2126	;‹i
0x6a	0x33c0	;‹j
0x6b	0x33c1	;‹k
0x6c	0x338a	;‹l
0x6d	0x338b	;‹m
0x6e	0x338c	;‹n
0x6f	0x33d6	;‹o
0x70	0x33c5	;‹p
0x71	0x33ad	;‹q
0x72	0x33ae	;‹r
0x73	0x33af	;‹s
0x74	0x33db	;‹t
0x75	0x33a9	;‹u
0x76	0x33aa	;‹v
0x77	0x33ab	;‹w
0x78	0x33ac	;‹x
0x79	0x33dd	;‹y
0x7a	0x33d0	;‹z
0x7b	0x33d3	;‹{
0x7c	0x33c3	;‹|
0x7d	0x33c9	;‹}
0x7e	0x33dc	;‹~
0x91	0x33c6	;‹ë
0xa1	0x00c6	;‹°
0xa2	0x00d0	;‹¢
0xa3	0x00aa	;‹£
0xa4	0x0126	;‹§
0xa6	0x0132	;‹¶
0xa8	0x013f	;‹®
0xa9	0x0141	;‹©
0xaa	0x00d8	;‹™
0xab	0x0152	;‹´
0xac	0x00ba	;‹¨
0xad	0x00de	;‹≠
0xae	0x0166	;‹Æ
0xaf	0x014a	;‹Ø
0xb1	0x3260	;‹±
0xb2	0x3261	;‹≤
0xb3	0x3262	;‹≥
0xb4	0x3263	;‹¥
0xb5	0x3264	;‹µ
0xb6	0x3265	;‹∂
0xb7	0x3266	;‹∑
0xb8	0x3267	;‹∏
0xb9	0x3268	;‹π
0xba	0x3269	;‹∫
0xbb	0x326a	;‹ª
0xbc	0x326b	;‹º
0xbd	0x326c	;‹Ω
0xbe	0x326d	;‹æ
0xbf	0x326e	;‹ø
0xc0	0x326f	;‹¿
0xc1	0x3270	;‹¡
0xc2	0x3271	;‹¬
0xc3	0x3272	;‹√
0xc4	0x3273	;‹ƒ
0xc5	0x3274	;‹≈
0xc6	0x3275	;‹∆
0xc7	0x3276	;‹«
0xc8	0x3277	;‹»
0xc9	0x3278	;‹…
0xca	0x3279	;‹ 
0xcb	0x327a	;‹À
0xcc	0x327b	;‹Ã
0xcd	0x24d0	;‹Õ
0xce	0x24d1	;‹Œ
0xcf	0x24d2	;‹œ
0xd0	0x24d3	;‹–
0xd1	0x24d4	;‹—
0xd2	0x24d5	;‹“
0xd3	0x24d6	;‹”
0xd4	0x24d7	;‹‘
0xd5	0x24d8	;‹’
0xd6	0x24d9	;‹÷
0xd7	0x24da	;‹◊
0xd8	0x24db	;‹ÿ
0xd9	0x24dc	;‹Ÿ
0xda	0x24dd	;‹⁄
0xdb	0x24de	;‹€
0xdc	0x24df	;‹‹
0xdd	0x24e0	;‹›
0xde	0x24e1	;‹ﬁ
0xdf	0x24e2	;‹ﬂ
0xe0	0x24e3	;‹‡
0xe1	0x24e4	;‹·
0xe2	0x24e5	;‹‚
0xe3	0x24e6	;‹„
0xe4	0x24e7	;‹‰
0xe5	0x24e8	;‹Â
0xe6	0x24e9	;‹Ê
0xe7	0x2460	;‹Á
0xe8	0x2461	;‹Ë
0xe9	0x2462	;‹È
0xea	0x2463	;‹Í
0xeb	0x2464	;‹Î
0xec	0x2465	;‹Ï
0xed	0x2466	;‹Ì
0xee	0x2467	;‹Ó
0xef	0x2468	;‹Ô
0xf0	0x2469	;‹
0xf1	0x246a	;‹Ò
0xf2	0x246b	;‹Ú
0xf3	0x246c	;‹Û
0xf4	0x246d	;‹Ù
0xf5	0x246e	;‹ı
0xf6	0x00bd	;‹ˆ
0xf7	0x2153	;‹˜
0xf8	0x2154	;‹¯
0xf9	0x00bc	;‹˘
0xfa	0x00be	;‹˙
0xfb	0x215b	;‹˚
0xfc	0x215c	;‹¸
0xfd	0x215d	;‹˝
0xfe	0x215e	;‹˛

DBCSTABLE 177           ;LeadByte = 0xdd

0x31	0x00e6	;›1
0x32	0x0111	;›2
0x33	0x00f0	;›3
0x34	0x0127	;›4
0x35	0x0131	;›5
0x36	0x0133	;›6
0x37	0x0138	;›7
0x38	0x0140	;›8
0x39	0x0142	;›9
0x3a	0x00f8	;›:
0x3b	0x0153	;›;
0x3c	0x00df	;›<
0x3d	0x00fe	;›=
0x3e	0x0167	;›>
0x3f	0x014b	;›?
0x40	0x0149	;›@
0x41	0x3200	;›A
0x42	0x3201	;›B
0x43	0x3202	;›C
0x44	0x3203	;›D
0x45	0x3204	;›E
0x46	0x3205	;›F
0x47	0x3206	;›G
0x48	0x3207	;›H
0x49	0x3208	;›I
0x4a	0x3209	;›J
0x4b	0x320a	;›K
0x4c	0x320b	;›L
0x4d	0x320c	;›M
0x4e	0x320d	;›N
0x4f	0x320e	;›O
0x50	0x320f	;›P
0x51	0x3210	;›Q
0x52	0x3211	;›R
0x53	0x3212	;›S
0x54	0x3213	;›T
0x55	0x3214	;›U
0x56	0x3215	;›V
0x57	0x3216	;›W
0x58	0x3217	;›X
0x59	0x3218	;›Y
0x5a	0x3219	;›Z
0x5b	0x321a	;›[
0x5c	0x321b	;›\
0x5d	0x249c	;›]
0x5e	0x249d	;›^
0x5f	0x249e	;›_
0x60	0x249f	;›`
0x61	0x24a0	;›a
0x62	0x24a1	;›b
0x63	0x24a2	;›c
0x64	0x24a3	;›d
0x65	0x24a4	;›e
0x66	0x24a5	;›f
0x67	0x24a6	;›g
0x68	0x24a7	;›h
0x69	0x24a8	;›i
0x6a	0x24a9	;›j
0x6b	0x24aa	;›k
0x6c	0x24ab	;›l
0x6d	0x24ac	;›m
0x6e	0x24ad	;›n
0x6f	0x24ae	;›o
0x70	0x24af	;›p
0x71	0x24b0	;›q
0x72	0x24b1	;›r
0x73	0x24b2	;›s
0x74	0x24b3	;›t
0x75	0x24b4	;›u
0x76	0x24b5	;›v
0x77	0x2474	;›w
0x78	0x2475	;›x
0x79	0x2476	;›y
0x7a	0x2477	;›z
0x7b	0x2478	;›{
0x7c	0x2479	;›|
0x7d	0x247a	;›}
0x7e	0x247b	;›~
0x91	0x247c	;›ë
0x92	0x247d	;›í
0x93	0x247e	;›ì
0x94	0x247f	;›î
0x95	0x2480	;›ï
0x96	0x2481	;›ñ
0x97	0x2482	;›ó
0x98	0x00b9	;›ò
0x99	0x00b2	;›ô
0x9a	0x00b3	;›ö
0x9b	0x2074	;›õ
0x9c	0x207f	;›ú
0x9d	0x2081	;›ù
0x9e	0x2082	;›û
0x9f	0x2083	;›ü
0xa0	0x2084	;›†
0xa1	0x3041	;›°
0xa2	0x3042	;›¢
0xa3	0x3043	;›£
0xa4	0x3044	;›§
0xa5	0x3045	;›•
0xa6	0x3046	;›¶
0xa7	0x3047	;›ß
0xa8	0x3048	;›®
0xa9	0x3049	;›©
0xaa	0x304a	;›™
0xab	0x304b	;›´
0xac	0x304c	;›¨
0xad	0x304d	;›≠
0xae	0x304e	;›Æ
0xaf	0x304f	;›Ø
0xb0	0x3050	;›∞
0xb1	0x3051	;›±
0xb2	0x3052	;›≤
0xb3	0x3053	;›≥
0xb4	0x3054	;›¥
0xb5	0x3055	;›µ
0xb6	0x3056	;›∂
0xb7	0x3057	;›∑
0xb8	0x3058	;›∏
0xb9	0x3059	;›π
0xba	0x305a	;›∫
0xbb	0x305b	;›ª
0xbc	0x305c	;›º
0xbd	0x305d	;›Ω
0xbe	0x305e	;›æ
0xbf	0x305f	;›ø
0xc0	0x3060	;›¿
0xc1	0x3061	;›¡
0xc2	0x3062	;›¬
0xc3	0x3063	;›√
0xc4	0x3064	;›ƒ
0xc5	0x3065	;›≈
0xc6	0x3066	;›∆
0xc7	0x3067	;›«
0xc8	0x3068	;›»
0xc9	0x3069	;›…
0xca	0x306a	;› 
0xcb	0x306b	;›À
0xcc	0x306c	;›Ã
0xcd	0x306d	;›Õ
0xce	0x306e	;›Œ
0xcf	0x306f	;›œ
0xd0	0x3070	;›–
0xd1	0x3071	;›—
0xd2	0x3072	;›“
0xd3	0x3073	;›”
0xd4	0x3074	;›‘
0xd5	0x3075	;›’
0xd6	0x3076	;›÷
0xd7	0x3077	;›◊
0xd8	0x3078	;›ÿ
0xd9	0x3079	;›Ÿ
0xda	0x307a	;›⁄
0xdb	0x307b	;›€
0xdc	0x307c	;›‹
0xdd	0x307d	;››
0xde	0x307e	;›ﬁ
0xdf	0x307f	;›ﬂ
0xe0	0x3080	;›‡
0xe1	0x3081	;›·
0xe2	0x3082	;›‚
0xe3	0x3083	;›„
0xe4	0x3084	;›‰
0xe5	0x3085	;›Â
0xe6	0x3086	;›Ê
0xe7	0x3087	;›Á
0xe8	0x3088	;›Ë
0xe9	0x3089	;›È
0xea	0x308a	;›Í
0xeb	0x308b	;›Î
0xec	0x308c	;›Ï
0xed	0x308d	;›Ì
0xee	0x308e	;›Ó
0xef	0x308f	;›Ô
0xf0	0x3090	;›
0xf1	0x3091	;›Ò
0xf2	0x3092	;›Ú
0xf3	0x3093	;›Û

DBCSTABLE 152           ;LeadByte = 0xde

0x31	0x30a1	;ﬁ1
0x32	0x30a2	;ﬁ2
0x33	0x30a3	;ﬁ3
0x34	0x30a4	;ﬁ4
0x35	0x30a5	;ﬁ5
0x36	0x30a6	;ﬁ6
0x37	0x30a7	;ﬁ7
0x38	0x30a8	;ﬁ8
0x39	0x30a9	;ﬁ9
0x3a	0x30aa	;ﬁ:
0x3b	0x30ab	;ﬁ;
0x3c	0x30ac	;ﬁ<
0x3d	0x30ad	;ﬁ=
0x3e	0x30ae	;ﬁ>
0x3f	0x30af	;ﬁ?
0x40	0x30b0	;ﬁ@
0x41	0x30b1	;ﬁA
0x42	0x30b2	;ﬁB
0x43	0x30b3	;ﬁC
0x44	0x30b4	;ﬁD
0x45	0x30b5	;ﬁE
0x46	0x30b6	;ﬁF
0x47	0x30b7	;ﬁG
0x48	0x30b8	;ﬁH
0x49	0x30b9	;ﬁI
0x4a	0x30ba	;ﬁJ
0x4b	0x30bb	;ﬁK
0x4c	0x30bc	;ﬁL
0x4d	0x30bd	;ﬁM
0x4e	0x30be	;ﬁN
0x4f	0x30bf	;ﬁO
0x50	0x30c0	;ﬁP
0x51	0x30c1	;ﬁQ
0x52	0x30c2	;ﬁR
0x53	0x30c3	;ﬁS
0x54	0x30c4	;ﬁT
0x55	0x30c5	;ﬁU
0x56	0x30c6	;ﬁV
0x57	0x30c7	;ﬁW
0x58	0x30c8	;ﬁX
0x59	0x30c9	;ﬁY
0x5a	0x30ca	;ﬁZ
0x5b	0x30cb	;ﬁ[
0x5c	0x30cc	;ﬁ\
0x5d	0x30cd	;ﬁ]
0x5e	0x30ce	;ﬁ^
0x5f	0x30cf	;ﬁ_
0x60	0x30d0	;ﬁ`
0x61	0x30d1	;ﬁa
0x62	0x30d2	;ﬁb
0x63	0x30d3	;ﬁc
0x64	0x30d4	;ﬁd
0x65	0x30d5	;ﬁe
0x66	0x30d6	;ﬁf
0x67	0x30d7	;ﬁg
0x68	0x30d8	;ﬁh
0x69	0x30d9	;ﬁi
0x6a	0x30da	;ﬁj
0x6b	0x30db	;ﬁk
0x6c	0x30dc	;ﬁl
0x6d	0x30dd	;ﬁm
0x6e	0x30de	;ﬁn
0x6f	0x30df	;ﬁo
0x70	0x30e0	;ﬁp
0x71	0x30e1	;ﬁq
0x72	0x30e2	;ﬁr
0x73	0x30e3	;ﬁs
0x74	0x30e4	;ﬁt
0x75	0x30e5	;ﬁu
0x76	0x30e6	;ﬁv
0x77	0x30e7	;ﬁw
0x78	0x30e8	;ﬁx
0x79	0x30e9	;ﬁy
0x7a	0x30ea	;ﬁz
0x7b	0x30eb	;ﬁ{
0x7c	0x30ec	;ﬁ|
0x7d	0x30ed	;ﬁ}
0x7e	0x30ee	;ﬁ~
0x91	0x30ef	;ﬁë
