CODEPAGE 20000          ;CNS - Taiwan

CPINFO 2 0x3f 0x003f    ;DBCS CP;Default Char = Question Mark

MBTABLE	162

0x00	0x0000	;Null
0x65	0x9024	;×â
0x66	0x900b	;×ã
0x67	0x9011	;×ä
0x68	0x901c	;×å
0x69	0x900c	;×æ
0x6a	0x9021	;×ç
0x6b	0x90ef	;×è
0x6c	0x90ea	;×é
0x6d	0x90f0	;×ê
0x6e	0x90f4	;×ë
0x6f	0x90f2	;×ì
0x70	0x90f3	;×í
0x71	0x90d4	;×î
0x72	0x90eb	;×ï
0x73	0x90ec	;×ð
0x74	0x90e9	;×ñ
0x75	0x9156	;×ò
0x76	0x9158	;×ó
0x77	0x915a	;×ô
0x78	0x9153	;×õ
0x79	0x9155	;×ö
0x7a	0x91ec	;×÷
0x7b	0x91f4	;×ø
0x7c	0x91f1	;×ù
0x7d	0x91f3	;×ú
0x7e	0x91f8	;×û
0xa1	0xe9ea
0xa2	0xe9eb
0xa3	0xe9ec
0xa4	0xe9ed
0xa5	0xe9ee
0xa6	0xe9ef
0xa7	0xe9f0
0xa8	0xe9f1
0xa9	0xe9f2
0xaa	0xe9f3
0xab	0xe9f4
0xac	0xe9f5
0xad	0xe9f6
0xae	0xe9f7
0xaf	0xe9f8
0xb0	0xe9f9
0xb1	0xe9fa
0xb2	0xe9fb
0xb3	0xe9fc
0xb4	0xe9fd
0xb5	0xe9fe
0xb6	0xe9ff
0xb7	0xea00
0xb8	0xea01
0xb9	0xea02
0xba	0xea03
0xbb	0xea04
0xbc	0xea05
0xbd	0xea06
0xbe	0xea07
0xbf	0xea08
0xc0	0xea09
0xc1	0xea0a
0xc2	0xea0b
0xc3	0xea0c
0xc4	0xea0d
0xc5	0xea0e
0xc6	0xea0f
0xc7	0xea10
0xc8	0xea11
0xc9	0xea12
0xca	0xea13
0xcb	0xea14
0xcc	0xea15
0xcd	0xea16
0xce	0xea17
0xcf	0xea18
0xd0	0xea19
0xd1	0xea1a
0xd2	0xea1b
0xd3	0xea1c
0xd4	0xea1d
0xd5	0xea1e
0xd6	0xea1f
0xd7	0xea20
0xd8	0xea21
0xd9	0xea22
0xda	0xea23
0xdb	0xea24
0xdc	0xea25
0xdd	0xea26
0xde	0xea27
0xdf	0xea28
0xe0	0xea29
0xe1	0xea2a
0xe2	0xea2b
0xe3	0xea2c
0xe4	0xea2d
0xe5	0xea2e
0xe6	0xea2f
0xe7	0xea30
0xe8	0xea31
0xe9	0xea32
0xea	0xea33
0xeb	0xea34
0xec	0xea35
0xed	0xea36
0xee	0xea37
0xef	0xea38
0xf0	0xea39
0xf1	0xea3a
0xf2	0xea3b
0xf3	0xea3c
0xf4	0xea3d
0xf5	0xea3e
0xf6	0xea3f
0xf7	0xea40
0xf8	0xea41
0xf9	0xea42
0xfa	0xea43
0xfb	0xea44
0xfc	0xea45
0xfd	0xea46
0xfe	0xea47

DBCSTABLE 188           ;LeadByte = 0xba

0x21	0x91e4	;×ü
0x22	0x91f9	;×ý
0x23	0x91ea	;×þ
0x24	0x91eb	;Ø@
0x25	0x91f7	;ØA
0x26	0x91e8	;ØB
0x27	0x91ee	;ØC
0x28	0x957a	;ØD
0x29	0x9586	;ØE
0x2a	0x9588	;ØF
0x2b	0x967c	;ØG
0x2c	0x966d	;ØH
0x2d	0x966b	;ØI
0x2e	0x9671	;ØJ
0x2f	0x966f	;ØK
0x30	0x96bf	;ØL
0x31	0x976a	;ØM
0x32	0x9804	;ØN
0x33	0x98e5	;ØO
0x34	0x9997	;ØP
0x35	0x509b	;ØQ
0x36	0x5095	;ØR
0x37	0x5094	;ØS
0x38	0x509e	;ØT
0x39	0x508b	;ØU
0x3a	0x50a3	;ØV
0x3b	0x5083	;ØW
0x3c	0x508c	;ØX
0x3d	0x508e	;ØY
0x3e	0x509d	;ØZ
0x3f	0x5068	;Ø[
0x40	0x509c	;Ø\
0x41	0x5092	;Ø]
0x42	0x5082	;Ø^
0x43	0x5087	;Ø_
0x44	0x515f	;Ø`
0x45	0x51d4	;Øa
0x46	0x5312	;Øb
0x47	0x5311	;Øc
0x48	0x53a4	;Ød
0x49	0x53a7	;Øe
0x4a	0x5591	;Øf
0x4b	0x55a8	;Øg
0x4c	0x55a5	;Øh
0x4d	0x55ad	;Øi
0x4e	0x5577	;Øj
0x4f	0x5645	;Øk
0x50	0x55a2	;Øl
0x51	0x5593	;Øm
0x52	0x5588	;Øn
0x53	0x558f	;Øo
0x54	0x55b5	;Øp
0x55	0x5581	;Øq
0x56	0x55a3	;Ør
0x57	0x5592	;Øs
0x58	0x55a4	;Øt
0x59	0x557d	;Øu
0x5a	0x558c	;Øv
0x5b	0x55a6	;Øw
0x5c	0x557f	;Øx
0x5d	0x5595	;Øy
0x5e	0x55a1	;Øz
0x5f	0x558e	;Ø{
0x60	0x570c	;Ø|
0x61	0x5829	;Ø}
0x62	0x5837	;Ø~
0x63	0x5819	;Ø¡
0x64	0x581e	;Ø¢
0x65	0x5827	;Ø£
0x66	0x5823	;Ø¤
0x67	0x5828	;Ø¥
0x68	0x57f5	;Ø¦
0x69	0x5848	;Ø§
0x6a	0x5825	;Ø¨
0x6b	0x581c	;Ø©
0x6c	0x581b	;Øª
0x6d	0x5833	;Ø«
0x6e	0x583f	;Ø¬
0x6f	0x5836	;Ø­
0x70	0x582e	;Ø®
0x71	0x5839	;Ø¯
0x72	0x5838	;Ø°
0x73	0x582d	;Ø±
0x74	0x582c	;Ø²
0x75	0x583b	;Ø³
0x76	0x5961	;Ø´
0x77	0x5aaf	;Øµ
0x78	0x5a94	;Ø¶
0x79	0x5a9f	;Ø·
0x7a	0x5a7a	;Ø¸
0x7b	0x5aa2	;Ø¹
0x7c	0x5a9e	;Øº
0x7d	0x5a78	;Ø»
0x7e	0x5aa6	;Ø¼
0xa1	0xea48
0xa2	0xea49
0xa3	0xea4a
0xa4	0xea4b
0xa5	0xea4c
0xa6	0xea4d
0xa7	0xea4e
0xa8	0xea4f
0xa9	0xea50
0xaa	0xea51
0xab	0xea52
0xac	0xea53
0xad	0xea54
0xae	0xea55
0xaf	0xea56
0xb0	0xea57
0xb1	0xea58
0xb2	0xea59
0xb3	0xea5a
0xb4	0xea5b
0xb5	0xea5c
0xb6	0xea5d
0xb7	0xea5e
0xb8	0xea5f
0xb9	0xea60
0xba	0xea61
0xbb	0xea62
0xbc	0xea63
0xbd	0xea64
0xbe	0xea65
0xbf	0xea66
0xc0	0xea67
0xc1	0xea68
0xc2	0xea69
0xc3	0xea6a
0xc4	0xea6b
0xc5	0xea6c
0xc6	0xea6d
0xc7	0xea6e
0xc8	0xea6f
0xc9	0xea70
0xca	0xea71
0xcb	0xea72
0xcc	0xea73
0xcd	0xea74
0xce	0xea75
0xcf	0xea76
0xd0	0xea77
0xd1	0xea78
0xd2	0xea79
0xd3	0xea7a
0xd4	0xea7b
0xd5	0xea7c
0xd6	0xea7d
0xd7	0xea7e
0xd8	0xea7f
0xd9	0xea80
0xda	0xea81
0xdb	0xea82
0xdc	0xea83
0xdd	0xea84
0xde	0xea85
0xdf	0xea86
0xe0	0xea87
0xe1	0xea88
0xe2	0xea89
0xe3	0xea8a
0xe4	0xea8b
0xe5	0xea8c
0xe6	0xea8d
0xe7	0xea8e
0xe8	0xea8f
0xe9	0xea90
0xea	0xea91
0xeb	0xea92
0xec	0xea93
0xed	0xea94
0xee	0xea95
0xef	0xea96
0xf0	0xea97
0xf1	0xea98
0xf2	0xea99
0xf3	0xea9a
0xf4	0xea9b
0xf5	0xea9c
0xf6	0xea9d
0xf7	0xea9e
0xf8	0xea9f
0xf9	0xeaa0
0xfa	0xeaa1
0xfb	0xeaa2
0xfc	0xeaa3
0xfd	0xeaa4
0xfe	0xeaa5

DBCSTABLE 188           ;LeadByte = 0xbb

0x21	0x5a7c	;Ø½
0x22	0x5aa5	;Ø¾
0x23	0x5aac	;Ø¿
0x24	0x5a95	;ØÀ
0x25	0x5aae	;ØÁ
0x26	0x5a37	;ØÂ
0x27	0x5a84	;ØÃ
0x28	0x5a8a	;ØÄ
0x29	0x5a97	;ØÅ
0x2a	0x5a83	;ØÆ
0x2b	0x5a8b	;ØÇ
0x2c	0x5aa9	;ØÈ
0x2d	0x5a7b	;ØÉ
0x2e	0x5a7d	;ØÊ
0x2f	0x5a8c	;ØË
0x30	0x5a9c	;ØÌ
0x31	0x5a8f	;ØÍ
0x32	0x5a93	;ØÎ
0x33	0x5a9d	;ØÏ
0x34	0x5bea	;ØÐ
0x35	0x5bcd	;ØÑ
0x36	0x5bcb	;ØÒ
0x37	0x5bd4	;ØÓ
0x38	0x5bd1	;ØÔ
0x39	0x5bca	;ØÕ
0x3a	0x5bce	;ØÖ
0x3b	0x5c0c	;Ø×
0x3c	0x5c30	;ØØ
0x3d	0x5d37	;ØÙ
0x3e	0x5d43	;ØÚ
0x3f	0x5d6b	;ØÛ
0x40	0x5d41	;ØÜ
0x41	0x5d4b	;ØÝ
0x42	0x5d3f	;ØÞ
0x43	0x5d35	;Øß
0x44	0x5d51	;Øà
0x45	0x5d4e	;Øá
0x46	0x5d55	;Øâ
0x47	0x5d33	;Øã
0x48	0x5d3a	;Øä
0x49	0x5d52	;Øå
0x4a	0x5d3d	;Øæ
0x4b	0x5d31	;Øç
0x4c	0x5d59	;Øè
0x4d	0x5d42	;Øé
0x4e	0x5d39	;Øê
0x4f	0x5d49	;Øë
0x50	0x5d38	;Øì
0x51	0x5d3c	;Øí
0x52	0x5d32	;Øî
0x53	0x5d36	;Øï
0x54	0x5d40	;Øð
0x55	0x5d45	;Øñ
0x56	0x5e44	;Øò
0x57	0x5e41	;Øó
0x58	0x5f58	;Øô
0x59	0x5fa6	;Øõ
0x5a	0x5fa5	;Øö
0x5b	0x5fab	;Ø÷
0x5c	0x60c9	;Øø
0x5d	0x60b9	;Øù
0x5e	0x60cc	;Øú
0x5f	0x60e2	;Øû
0x60	0x60ce	;Øü
0x61	0x60c4	;Øý
0x62	0x6114	;Øþ
0x63	0x60f2	;Ù@
0x64	0x610a	;ÙA
0x65	0x6116	;ÙB
0x66	0x6105	;ÙC
0x67	0x60f5	;ÙD
0x68	0x6113	;ÙE
0x69	0x60f8	;ÙF
0x6a	0x60fc	;ÙG
0x6b	0x60fe	;ÙH
0x6c	0x60c1	;ÙI
0x6d	0x6103	;ÙJ
0x6e	0x6118	;ÙK
0x6f	0x611d	;ÙL
0x70	0x6110	;ÙM
0x71	0x60ff	;ÙN
0x72	0x6104	;ÙO
0x73	0x610b	;ÙP
0x74	0x624a	;ÙQ
0x75	0x6394	;ÙR
0x76	0x63b1	;ÙS
0x77	0x63b0	;ÙT
0x78	0x63ce	;ÙU
0x79	0x63e5	;ÙV
0x7a	0x63e8	;ÙW
0x7b	0x63ef	;ÙX
0x7c	0x63c3	;ÙY
0x7d	0x649d	;ÙZ
0x7e	0x63f3	;Ù[
0xa1	0xeaa6
0xa2	0xeaa7
0xa3	0xeaa8
0xa4	0xeaa9
0xa5	0xeaaa
0xa6	0xeaab
0xa7	0xeaac
0xa8	0xeaad
0xa9	0xeaae
0xaa	0xeaaf
0xab	0xeab0
0xac	0xeab1
0xad	0xeab2
0xae	0xeab3
0xaf	0xeab4
0xb0	0xeab5
0xb1	0xeab6
0xb2	0xeab7
0xb3	0xeab8
0xb4	0xeab9
0xb5	0xeaba
0xb6	0xeabb
0xb7	0xeabc
0xb8	0xeabd
0xb9	0xeabe
0xba	0xeabf
0xbb	0xeac0
0xbc	0xeac1
0xbd	0xeac2
0xbe	0xeac3
0xbf	0xeac4
0xc0	0xeac5
0xc1	0xeac6
0xc2	0xeac7
0xc3	0xeac8
0xc4	0xeac9
0xc5	0xeaca
0xc6	0xeacb
0xc7	0xeacc
0xc8	0xeacd
0xc9	0xeace
0xca	0xeacf
0xcb	0xead0
0xcc	0xead1
0xcd	0xead2
0xce	0xead3
0xcf	0xead4
0xd0	0xead5
0xd1	0xead6
0xd2	0xead7
0xd3	0xead8
0xd4	0xead9
0xd5	0xeada
0xd6	0xeadb
0xd7	0xeadc
0xd8	0xeadd
0xd9	0xeade
0xda	0xeadf
0xdb	0xeae0
0xdc	0xeae1
0xdd	0xeae2
0xde	0xeae3
0xdf	0xeae4
0xe0	0xeae5
0xe1	0xeae6
0xe2	0xeae7
0xe3	0xeae8
0xe4	0xeae9
0xe5	0xeaea
0xe6	0xeaeb
0xe7	0xeaec
0xe8	0xeaed
0xe9	0xeaee
0xea	0xeaef
0xeb	0xeaf0
0xec	0xeaf1
0xed	0xeaf2
0xee	0xeaf3
0xef	0xeaf4
0xf0	0xeaf5
0xf1	0xeaf6
0xf2	0xeaf7
0xf3	0xeaf8
0xf4	0xeaf9
0xf5	0xeafa
0xf6	0xeafb
0xf7	0xeafc
0xf8	0xeafd
0xf9	0xeafe
0xfa	0xeaff
0xfb	0xeb00
0xfc	0xeb01
0xfd	0xeb02
0xfe	0xeb03

DBCSTABLE 188           ;LeadByte = 0xbc

0x21	0x63ca	;Ù\
0x22	0x63e0	;Ù]
0x23	0x63f6	;Ù^
0x24	0x63d5	;Ù_
0x25	0x63f2	;Ù`
0x26	0x63f5	;Ùa
0x27	0x6461	;Ùb
0x28	0x63df	;Ùc
0x29	0x63be	;Ùd
0x2a	0x63dd	;Ùe
0x2b	0x63dc	;Ùf
0x2c	0x63c4	;Ùg
0x2d	0x63d8	;Ùh
0x2e	0x63d3	;Ùi
0x2f	0x63c2	;Ùj
0x30	0x63c7	;Ùk
0x31	0x63cc	;Ùl
0x32	0x63cb	;Ùm
0x33	0x63c8	;Ùn
0x34	0x63f0	;Ùo
0x35	0x63d7	;Ùp
0x36	0x63d9	;Ùq
0x37	0x6532	;Ùr
0x38	0x6567	;Ùs
0x39	0x656a	;Ùt
0x3a	0x6564	;Ùu
0x3b	0x655c	;Ùv
0x3c	0x6568	;Ùw
0x3d	0x6565	;Ùx
0x3e	0x658c	;Ùy
0x3f	0x659d	;Ùz
0x40	0x659e	;Ù{
0x41	0x65ae	;Ù|
0x42	0x65d0	;Ù}
0x43	0x65d2	;Ù~
0x44	0x667c	;Ù¡
0x45	0x666c	;Ù¢
0x46	0x667b	;Ù£
0x47	0x6680	;Ù¤
0x48	0x6671	;Ù¥
0x49	0x6679	;Ù¦
0x4a	0x666a	;Ù§
0x4b	0x6672	;Ù¨
0x4c	0x6701	;Ù©
0x4d	0x690c	;Ùª
0x4e	0x68d3	;Ù«
0x4f	0x6904	;Ù¬
0x50	0x68dc	;Ù­
0x51	0x692a	;Ù®
0x52	0x68ec	;Ù¯
0x53	0x68ea	;Ù°
0x54	0x68f1	;Ù±
0x55	0x690f	;Ù²
0x56	0x68d6	;Ù³
0x57	0x68f7	;Ù´
0x58	0x68eb	;Ùµ
0x59	0x68e4	;Ù¶
0x5a	0x68f6	;Ù·
0x5b	0x6913	;Ù¸
0x5c	0x6910	;Ù¹
0x5d	0x68f3	;Ùº
0x5e	0x68e1	;Ù»
0x5f	0x6907	;Ù¼
0x60	0x68cc	;Ù½
0x61	0x6908	;Ù¾
0x62	0x6970	;Ù¿
0x63	0x68b4	;ÙÀ
0x64	0x6911	;ÙÁ
0x65	0x68ef	;ÙÂ
0x66	0x68c6	;ÙÃ
0x67	0x6914	;ÙÄ
0x68	0x68f8	;ÙÅ
0x69	0x68d0	;ÙÆ
0x6a	0x68fd	;ÙÇ
0x6b	0x68fc	;ÙÈ
0x6c	0x68e8	;ÙÉ
0x6d	0x690b	;ÙÊ
0x6e	0x690a	;ÙË
0x6f	0x6917	;ÙÌ
0x70	0x68ce	;ÙÍ
0x71	0x68c8	;ÙÎ
0x72	0x68dd	;ÙÏ
0x73	0x68de	;ÙÐ
0x74	0x68e6	;ÙÑ
0x75	0x68f4	;ÙÒ
0x76	0x68d1	;ÙÓ
0x77	0x6906	;ÙÔ
0x78	0x68d4	;ÙÕ
0x79	0x68e9	;ÙÖ
0x7a	0x6915	;Ù×
0x7b	0x6925	;ÙØ
0x7c	0x68c7	;ÙÙ
0x7d	0x6b39	;ÙÚ
0x7e	0x6b3b	;ÙÛ
0xa1	0xeb04
0xa2	0xeb05
0xa3	0xeb06
0xa4	0xeb07
0xa5	0xeb08
0xa6	0xeb09
0xa7	0xeb0a
0xa8	0xeb0b
0xa9	0xeb0c
0xaa	0xeb0d
0xab	0xeb0e
0xac	0xeb0f
0xad	0xeb10
0xae	0xeb11
0xaf	0xeb12
0xb0	0xeb13
0xb1	0xeb14
0xb2	0xeb15
0xb3	0xeb16
0xb4	0xeb17
0xb5	0xeb18
0xb6	0xeb19
0xb7	0xeb1a
0xb8	0xeb1b
0xb9	0xeb1c
0xba	0xeb1d
0xbb	0xeb1e
0xbc	0xeb1f
0xbd	0xeb20
0xbe	0xeb21
0xbf	0xeb22
0xc0	0xeb23
0xc1	0xeb24
0xc2	0xeb25
0xc3	0xeb26
0xc4	0xeb27
0xc5	0xeb28
0xc6	0xeb29
0xc7	0xeb2a
0xc8	0xeb2b
0xc9	0xeb2c
0xca	0xeb2d
0xcb	0xeb2e
0xcc	0xeb2f
0xcd	0xeb30
0xce	0xeb31
0xcf	0xeb32
0xd0	0xeb33
0xd1	0xeb34
0xd2	0xeb35
0xd3	0xeb36
0xd4	0xeb37
0xd5	0xeb38
0xd6	0xeb39
0xd7	0xeb3a
0xd8	0xeb3b
0xd9	0xeb3c
0xda	0xeb3d
0xdb	0xeb3e
0xdc	0xeb3f
0xdd	0xeb40
0xde	0xeb41
0xdf	0xeb42
0xe0	0xeb43
0xe1	0xeb44
0xe2	0xeb45
0xe3	0xeb46
0xe4	0xeb47
0xe5	0xeb48
0xe6	0xeb49
0xe7	0xeb4a
0xe8	0xeb4b
0xe9	0xeb4c
0xea	0xeb4d
0xeb	0xeb4e
0xec	0xeb4f
0xed	0xeb50
0xee	0xeb51
0xef	0xeb52
0xf0	0xeb53
0xf1	0xeb54
0xf2	0xeb55
0xf3	0xeb56
0xf4	0xeb57
0xf5	0xeb58
0xf6	0xeb59
0xf7	0xeb5a
0xf8	0xeb5b
0xf9	0xeb5c
0xfa	0xeb5d
0xfb	0xeb5e
0xfc	0xeb5f
0xfd	0xeb60
0xfe	0xeb61

DBCSTABLE 188           ;LeadByte = 0xbd

0x21	0x6b3f	;ÙÜ
0x22	0x6b3c	;ÙÝ
0x23	0x6b94	;ÙÞ
0x24	0x6b97	;Ùß
0x25	0x6b99	;Ùà
0x26	0x6b95	;Ùá
0x27	0x6bbd	;Ùâ
0x28	0x6bf0	;Ùã
0x29	0x6bf2	;Ùä
0x2a	0x6bf3	;Ùå
0x2b	0x6c30	;Ùæ
0x2c	0x6dfc	;Ùç
0x2d	0x6e46	;Ùè
0x2e	0x6e47	;Ùé
0x2f	0x6e1f	;Ùê
0x30	0x6e49	;Ùë
0x31	0x6e88	;Ùì
0x32	0x6e3c	;Ùí
0x33	0x6e3d	;Ùî
0x34	0x6e45	;Ùï
0x35	0x6e62	;Ùð
0x36	0x6e2b	;Ùñ
0x37	0x6e3f	;Ùò
0x38	0x6e41	;Ùó
0x39	0x6e5d	;Ùô
0x3a	0x6e73	;Ùõ
0x3b	0x6e1c	;Ùö
0x3c	0x6e33	;Ù÷
0x3d	0x6e4b	;Ùø
0x3e	0x6e40	;Ùù
0x3f	0x6e51	;Ùú
0x40	0x6e3b	;Ùû
0x41	0x6e03	;Ùü
0x42	0x6e2e	;Ùý
0x43	0x6e5e	;Ùþ
0x44	0x6e68	;Ú@
0x45	0x6e5c	;ÚA
0x46	0x6e61	;ÚB
0x47	0x6e31	;ÚC
0x48	0x6e28	;ÚD
0x49	0x6e60	;ÚE
0x4a	0x6e71	;ÚF
0x4b	0x6e6b	;ÚG
0x4c	0x6e39	;ÚH
0x4d	0x6e22	;ÚI
0x4e	0x6e30	;ÚJ
0x4f	0x6e53	;ÚK
0x50	0x6e65	;ÚL
0x51	0x6e27	;ÚM
0x52	0x6e78	;ÚN
0x53	0x6e64	;ÚO
0x54	0x6e77	;ÚP
0x55	0x6e55	;ÚQ
0x56	0x6e79	;ÚR
0x57	0x6e52	;ÚS
0x58	0x6e66	;ÚT
0x59	0x6e35	;ÚU
0x5a	0x6e36	;ÚV
0x5b	0x6e5a	;ÚW
0x5c	0x7120	;ÚX
0x5d	0x711e	;ÚY
0x5e	0x712f	;ÚZ
0x5f	0x70fb	;Ú[
0x60	0x712e	;Ú\
0x61	0x7131	;Ú]
0x62	0x7123	;Ú^
0x63	0x7125	;Ú_
0x64	0x7122	;Ú`
0x65	0x7132	;Úa
0x66	0x711f	;Úb
0x67	0x7128	;Úc
0x68	0x713a	;Úd
0x69	0x711b	;Úe
0x6a	0x724b	;Úf
0x6b	0x725a	;Úg
0x6c	0x7288	;Úh
0x6d	0x7289	;Úi
0x6e	0x7286	;Új
0x6f	0x7285	;Úk
0x70	0x728b	;Úl
0x71	0x7312	;Úm
0x72	0x730b	;Ún
0x73	0x7330	;Úo
0x74	0x7322	;Úp
0x75	0x7331	;Úq
0x76	0x7333	;Úr
0x77	0x7327	;Ús
0x78	0x7332	;Út
0x79	0x732d	;Úu
0x7a	0x7326	;Úv
0x7b	0x7323	;Úw
0x7c	0x7335	;Úx
0x7d	0x730c	;Úy
0x7e	0x742e	;Úz
0xa1	0xeb62
0xa2	0xeb63
0xa3	0xeb64
0xa4	0xeb65
0xa5	0xeb66
0xa6	0xeb67
0xa7	0xeb68
0xa8	0xeb69
0xa9	0xeb6a
0xaa	0xeb6b
0xab	0xeb6c
0xac	0xeb6d
0xad	0xeb6e
0xae	0xeb6f
0xaf	0xeb70
0xb0	0xeb71
0xb1	0xeb72
0xb2	0xeb73
0xb3	0xeb74
0xb4	0xeb75
0xb5	0xeb76
0xb6	0xeb77
0xb7	0xeb78
0xb8	0xeb79
0xb9	0xeb7a
0xba	0xeb7b
0xbb	0xeb7c
0xbc	0xeb7d
0xbd	0xeb7e
0xbe	0xeb7f
0xbf	0xeb80
0xc0	0xeb81
0xc1	0xeb82
0xc2	0xeb83
0xc3	0xeb84
0xc4	0xeb85
0xc5	0xeb86
0xc6	0xeb87
0xc7	0xeb88
0xc8	0xeb89
0xc9	0xeb8a
0xca	0xeb8b
0xcb	0xeb8c
0xcc	0xeb8d
0xcd	0xeb8e
0xce	0xeb8f
0xcf	0xeb90
0xd0	0xeb91
0xd1	0xeb92
0xd2	0xeb93
0xd3	0xeb94
0xd4	0xeb95
0xd5	0xeb96
0xd6	0xeb97
0xd7	0xeb98
0xd8	0xeb99
0xd9	0xeb9a
0xda	0xeb9b
0xdb	0xeb9c
0xdc	0xeb9d
0xdd	0xeb9e
0xde	0xeb9f
0xdf	0xeba0
0xe0	0xeba1
0xe1	0xeba2
0xe2	0xeba3
0xe3	0xeba4
0xe4	0xeba5
0xe5	0xeba6
0xe6	0xeba7
0xe7	0xeba8
0xe8	0xeba9
0xe9	0xebaa
0xea	0xebab
0xeb	0xebac
0xec	0xebad
0xed	0xebae
0xee	0xebaf
0xef	0xebb0
0xf0	0xebb1
0xf1	0xebb2
0xf2	0xebb3
0xf3	0xebb4
0xf4	0xebb5
0xf5	0xebb6
0xf6	0xebb7
0xf7	0xebb8
0xf8	0xebb9
0xf9	0xebba
0xfa	0xebbb
0xfb	0xebbc
0xfc	0xebbd
0xfd	0xebbe
0xfe	0xebbf

DBCSTABLE 188           ;LeadByte = 0xbe

0x21	0x742c	;Ú{
0x22	0x7430	;Ú|
0x23	0x742b	;Ú}
0x24	0x7416	;Ú~
0x25	0x741a	;Ú¡
0x26	0x7421	;Ú¢
0x27	0x742d	;Ú£
0x28	0x7431	;Ú¤
0x29	0x7424	;Ú¥
0x2a	0x7423	;Ú¦
0x2b	0x741d	;Ú§
0x2c	0x7429	;Ú¨
0x2d	0x7420	;Ú©
0x2e	0x7432	;Úª
0x2f	0x74fb	;Ú«
0x30	0x752f	;Ú¬
0x31	0x756f	;Ú­
0x32	0x756c	;Ú®
0x33	0x75e7	;Ú¯
0x34	0x75da	;Ú°
0x35	0x75e1	;Ú±
0x36	0x75e6	;Ú²
0x37	0x75dd	;Ú³
0x38	0x75df	;Ú´
0x39	0x75e4	;Úµ
0x3a	0x75d7	;Ú¶
0x3b	0x7695	;Ú·
0x3c	0x7692	;Ú¸
0x3d	0x76da	;Ú¹
0x3e	0x7746	;Úº
0x3f	0x7747	;Ú»
0x40	0x7744	;Ú¼
0x41	0x774d	;Ú½
0x42	0x7745	;Ú¾
0x43	0x774a	;Ú¿
0x44	0x774e	;ÚÀ
0x45	0x774b	;ÚÁ
0x46	0x774c	;ÚÂ
0x47	0x77de	;ÚÃ
0x48	0x77ec	;ÚÄ
0x49	0x7860	;ÚÅ
0x4a	0x7864	;ÚÆ
0x4b	0x7865	;ÚÇ
0x4c	0x785c	;ÚÈ
0x4d	0x786d	;ÚÉ
0x4e	0x7871	;ÚÊ
0x4f	0x786a	;ÚË
0x50	0x786e	;ÚÌ
0x51	0x7870	;ÚÍ
0x52	0x7869	;ÚÎ
0x53	0x7868	;ÚÏ
0x54	0x785e	;ÚÐ
0x55	0x7862	;ÚÑ
0x56	0x7974	;ÚÒ
0x57	0x7973	;ÚÓ
0x58	0x7972	;ÚÔ
0x59	0x7970	;ÚÕ
0x5a	0x7a02	;ÚÖ
0x5b	0x7a0a	;Ú×
0x5c	0x7a03	;ÚØ
0x5d	0x7a0c	;ÚÙ
0x5e	0x7a04	;ÚÚ
0x5f	0x7a99	;ÚÛ
0x60	0x7ae6	;ÚÜ
0x61	0x7ae4	;ÚÝ
0x62	0x7b4a	;ÚÞ
0x63	0x7b47	;ÖÌ
0x64	0x7b44	;Úà
0x65	0x7b48	;Úá
0x66	0x7b4c	;Úâ
0x67	0x7b4e	;Úã
0x68	0x7b40	;Úä
0x69	0x7b58	;Úå
0x6a	0x7b45	;Úæ
0x6b	0x7ca2	;Úç
0x6c	0x7c9e	;Úè
0x6d	0x7ca8	;Úé
0x6e	0x7ca1	;Úê
0x6f	0x7d58	;Úë
0x70	0x7d6f	;Úì
0x71	0x7d63	;Úí
0x72	0x7d53	;Úî
0x73	0x7d56	;Úï
0x74	0x7d67	;Úð
0x75	0x7d6a	;Úñ
0x76	0x7d4f	;Úò
0x77	0x7d6d	;Úó
0x78	0x7d5c	;Úô
0x79	0x7d6b	;Úõ
0x7a	0x7d52	;Úö
0x7b	0x7d54	;Ú÷
0x7c	0x7d69	;Úø
0x7d	0x7d51	;Úù
0x7e	0x7d5f	;Úú
0xa1	0xebc0
0xa2	0xebc1
0xa3	0xebc2
0xa4	0xebc3
0xa5	0xebc4
0xa6	0xebc5
0xa7	0xebc6
0xa8	0xebc7
0xa9	0xebc8
0xaa	0xebc9
0xab	0xebca
0xac	0xebcb
0xad	0xebcc
0xae	0xebcd
0xaf	0xebce
0xb0	0xebcf
0xb1	0xebd0
0xb2	0xebd1
0xb3	0xebd2
0xb4	0xebd3
0xb5	0xebd4
0xb6	0xebd5
0xb7	0xebd6
0xb8	0xebd7
0xb9	0xebd8
0xba	0xebd9
0xbb	0xebda
0xbc	0xebdb
0xbd	0xebdc
0xbe	0xebdd
0xbf	0xebde
0xc0	0xebdf
0xc1	0xebe0
0xc2	0xebe1
0xc3	0xebe2
0xc4	0xebe3
0xc5	0xebe4
0xc6	0xebe5
0xc7	0xebe6
0xc8	0xebe7
0xc9	0xebe8
0xca	0xebe9
0xcb	0xebea
0xcc	0xebeb
0xcd	0xebec
0xce	0xebed
0xcf	0xebee
0xd0	0xebef
0xd1	0xebf0
0xd2	0xebf1
0xd3	0xebf2
0xd4	0xebf3
0xd5	0xebf4
0xd6	0xebf5
0xd7	0xebf6
0xd8	0xebf7
0xd9	0xebf8
0xda	0xebf9
0xdb	0xebfa
0xdc	0xebfb
0xdd	0xebfc
0xde	0xebfd
0xdf	0xebfe
